id,student_id,genre,vocabulary_and_language_complexity,sentence_structure,themes_and_content,overall,question_difficulty,question_type,correct_answer,answer_by_student,exam_hour,attention_level,student_age,student_grade,time_bound,correctness_ratio_by_student
8661,15,0,Moderate,Moderate,Challenging,Moderate,4,2,D,B,1,1,10,5,not_time_bound,0.571658615
8662,17,0,Moderate,Moderate,Challenging,Moderate,4,2,D,B,1,1,10,5,not_time_bound,0.608264463
8666,20,0,Moderate,Moderate,Challenging,Moderate,4,2,D,B,1,1,10,5,not_time_bound,0.498896247
8665,23,0,Moderate,Moderate,Challenging,Moderate,4,2,D,D,1,1,10,5,not_time_bound,0.594202899
8664,27,0,Moderate,Moderate,Challenging,Moderate,4,2,D,A,1,1,10,5,not_time_bound,0.429594272
8669,12,0,Moderate,Moderate,Challenging,Moderate,2,2,C,B,1,1,10,5,not_time_bound,0.557291667
8667,15,0,Moderate,Moderate,Challenging,Moderate,2,2,C,C,1,1,10,5,not_time_bound,0.571658615
8668,17,0,Moderate,Moderate,Challenging,Moderate,2,2,C,C,1,1,10,5,not_time_bound,0.608264463
8672,20,0,Moderate,Moderate,Challenging,Moderate,2,2,C,C,1,1,10,5,not_time_bound,0.498896247
8671,23,0,Moderate,Moderate,Challenging,Moderate,2,2,C,C,1,1,10,5,not_time_bound,0.594202899
8670,27,0,Moderate,Moderate,Challenging,Moderate,2,2,C,C,1,1,10,5,not_time_bound,0.429594272
8675,12,0,Moderate,Moderate,Challenging,Moderate,3,2,B,B,1,1,10,5,not_time_bound,0.557291667
8673,15,0,Moderate,Moderate,Challenging,Moderate,3,2,B,D,1,1,10,5,not_time_bound,0.571658615
8674,17,0,Moderate,Moderate,Challenging,Moderate,3,2,B,D,1,1,10,5,not_time_bound,0.608264463
8678,20,0,Moderate,Moderate,Challenging,Moderate,3,2,B,A,1,1,10,5,not_time_bound,0.498896247
8677,23,0,Moderate,Moderate,Challenging,Moderate,3,2,B,B,1,1,10,5,not_time_bound,0.594202899
8676,27,0,Moderate,Moderate,Challenging,Moderate,3,2,B,A,1,1,10,5,not_time_bound,0.429594272
8681,12,0,Moderate,Moderate,Challenging,Moderate,2,2,C,C,1,1,10,5,not_time_bound,0.557291667
8679,15,0,Moderate,Moderate,Challenging,Moderate,2,2,C,C,1,1,10,5,not_time_bound,0.571658615
8680,17,0,Moderate,Moderate,Challenging,Moderate,2,2,C,C,1,1,10,5,not_time_bound,0.608264463
8684,20,0,Moderate,Moderate,Challenging,Moderate,2,2,C,C,1,1,10,5,not_time_bound,0.498896247
8683,23,0,Moderate,Moderate,Challenging,Moderate,2,2,C,C,1,1,10,5,not_time_bound,0.594202899
8682,27,0,Moderate,Moderate,Challenging,Moderate,2,2,C,C,1,1,10,5,not_time_bound,0.429594272
8687,12,0,Moderate,Moderate,Challenging,Moderate,2,2,A,A,1,1,10,5,not_time_bound,0.557291667
8685,15,0,Moderate,Moderate,Challenging,Moderate,2,2,A,A,1,1,10,5,not_time_bound,0.571658615
8686,17,0,Moderate,Moderate,Challenging,Moderate,2,2,A,A,1,1,10,5,not_time_bound,0.608264463
8690,20,0,Moderate,Moderate,Challenging,Moderate,2,2,A,A,1,1,10,5,not_time_bound,0.498896247
8689,23,0,Moderate,Moderate,Challenging,Moderate,2,2,A,A,1,1,10,5,not_time_bound,0.594202899
8688,27,0,Moderate,Moderate,Challenging,Moderate,2,2,A,A,1,1,10,5,not_time_bound,0.429594272
8693,12,0,Moderate,Moderate,Challenging,Moderate,4,2,C,C,1,1,10,5,not_time_bound,0.557291667
8691,15,0,Moderate,Moderate,Challenging,Moderate,4,2,C,C,1,1,10,5,not_time_bound,0.571658615
8692,17,0,Moderate,Moderate,Challenging,Moderate,4,2,C,D,1,1,10,5,not_time_bound,0.608264463
8696,20,0,Moderate,Moderate,Challenging,Moderate,4,2,C,C,1,1,10,5,not_time_bound,0.498896247
8695,23,0,Moderate,Moderate,Challenging,Moderate,4,2,C,C,1,1,10,5,not_time_bound,0.594202899
8694,27,0,Moderate,Moderate,Challenging,Moderate,4,2,C,C,1,1,10,5,not_time_bound,0.429594272
8699,12,0,Moderate,Moderate,Challenging,Moderate,3,2,B,A,1,1,10,5,not_time_bound,0.557291667
8697,15,0,Moderate,Moderate,Challenging,Moderate,3,2,B,A,1,1,10,5,not_time_bound,0.571658615
8698,17,0,Moderate,Moderate,Challenging,Moderate,3,2,B,A,1,1,10,5,not_time_bound,0.608264463
8702,20,0,Moderate,Moderate,Challenging,Moderate,3,2,B,C,1,1,10,5,not_time_bound,0.498896247
8701,23,0,Moderate,Moderate,Challenging,Moderate,3,2,B,B,1,1,10,5,not_time_bound,0.594202899
8700,27,0,Moderate,Moderate,Challenging,Moderate,3,2,B,A,1,1,10,5,not_time_bound,0.429594272
8705,12,0,Moderate,Moderate,Challenging,Moderate,2,2,D,D,1,1,10,5,not_time_bound,0.557291667
8703,15,0,Moderate,Moderate,Challenging,Moderate,2,2,D,D,1,1,10,5,not_time_bound,0.571658615
8704,17,0,Moderate,Moderate,Challenging,Moderate,2,2,D,D,1,1,10,5,not_time_bound,0.608264463
8708,20,0,Moderate,Moderate,Challenging,Moderate,2,2,D,D,1,1,10,5,not_time_bound,0.498896247
8707,23,0,Moderate,Moderate,Challenging,Moderate,2,2,D,D,1,1,10,5,not_time_bound,0.594202899
8706,27,0,Moderate,Moderate,Challenging,Moderate,2,2,D,B,1,1,10,5,not_time_bound,0.429594272
8711,12,0,Moderate,Moderate,Challenging,Moderate,4,2,C,C,1,1,10,5,not_time_bound,0.557291667
8709,15,0,Moderate,Moderate,Challenging,Moderate,4,2,C,C,1,1,10,5,not_time_bound,0.571658615
8710,17,0,Moderate,Moderate,Challenging,Moderate,4,2,C,B,1,1,10,5,not_time_bound,0.608264463
8714,20,0,Moderate,Moderate,Challenging,Moderate,4,2,C,A,1,1,10,5,not_time_bound,0.498896247
8713,23,0,Moderate,Moderate,Challenging,Moderate,4,2,C,C,1,1,10,5,not_time_bound,0.594202899
8712,27,0,Moderate,Moderate,Challenging,Moderate,4,2,C,C,1,1,10,5,not_time_bound,0.429594272
8717,12,0,Moderate,Moderate,Challenging,Moderate,4,2,D,D,1,1,10,5,not_time_bound,0.557291667
8715,15,0,Moderate,Moderate,Challenging,Moderate,4,2,D,D,1,1,10,5,not_time_bound,0.571658615
8716,17,0,Moderate,Moderate,Challenging,Moderate,4,2,D,D,1,1,10,5,not_time_bound,0.608264463
8720,20,0,Moderate,Moderate,Challenging,Moderate,4,2,D,D,1,1,10,5,not_time_bound,0.498896247
8719,23,0,Moderate,Moderate,Challenging,Moderate,4,2,D,D,1,1,10,5,not_time_bound,0.594202899
8718,27,0,Moderate,Moderate,Challenging,Moderate,4,2,D,A,1,1,10,5,not_time_bound,0.429594272
8723,12,0,Moderate,Moderate,Challenging,Moderate,4,2,A,B,1,1,10,5,not_time_bound,0.557291667
8721,15,0,Moderate,Moderate,Challenging,Moderate,4,2,A,C,1,1,10,5,not_time_bound,0.571658615
8722,17,0,Moderate,Moderate,Challenging,Moderate,4,2,A,A,1,1,10,5,not_time_bound,0.608264463
8726,20,0,Moderate,Moderate,Challenging,Moderate,4,2,A,A,1,1,10,5,not_time_bound,0.498896247
8725,23,0,Moderate,Moderate,Challenging,Moderate,4,2,A,A,1,1,10,5,not_time_bound,0.594202899
8724,27,0,Moderate,Moderate,Challenging,Moderate,4,2,A,C,1,1,10,5,not_time_bound,0.429594272
8729,12,0,Moderate,Moderate,Challenging,Moderate,4,2,B,C,1,1,10,5,not_time_bound,0.557291667
8727,15,0,Moderate,Moderate,Challenging,Moderate,4,2,B,B,1,1,10,5,not_time_bound,0.571658615
8728,17,0,Moderate,Moderate,Challenging,Moderate,4,2,B,C,1,1,10,5,not_time_bound,0.608264463
8732,20,0,Moderate,Moderate,Challenging,Moderate,4,2,B,C,1,1,10,5,not_time_bound,0.498896247
8731,23,0,Moderate,Moderate,Challenging,Moderate,4,2,B,B,1,1,10,5,not_time_bound,0.594202899
8730,27,0,Moderate,Moderate,Challenging,Moderate,4,2,B,D,1,1,10,5,not_time_bound,0.429594272
8735,12,0,Moderate,Moderate,Challenging,Moderate,4,2,C,C,1,1,10,5,not_time_bound,0.557291667
8733,15,0,Moderate,Moderate,Challenging,Moderate,4,2,C,C,1,1,10,5,not_time_bound,0.571658615
8734,17,0,Moderate,Moderate,Challenging,Moderate,4,2,C,C,1,1,10,5,not_time_bound,0.608264463
8738,20,0,Moderate,Moderate,Challenging,Moderate,4,2,C,D,1,1,10,5,not_time_bound,0.498896247
8737,23,0,Moderate,Moderate,Challenging,Moderate,4,2,C,D,1,1,10,5,not_time_bound,0.594202899
8736,27,0,Moderate,Moderate,Challenging,Moderate,4,2,C,C,1,1,10,5,not_time_bound,0.429594272
8741,12,0,Moderate,Moderate,Challenging,Moderate,4,2,C,C,1,1,10,5,not_time_bound,0.557291667
8739,15,0,Moderate,Moderate,Challenging,Moderate,4,2,C,C,1,1,10,5,not_time_bound,0.571658615
8740,17,0,Moderate,Moderate,Challenging,Moderate,4,2,C,C,1,1,10,5,not_time_bound,0.608264463
8744,20,0,Moderate,Moderate,Challenging,Moderate,4,2,C,B,1,1,10,5,not_time_bound,0.498896247
8743,23,0,Moderate,Moderate,Challenging,Moderate,4,2,C,C,1,1,10,5,not_time_bound,0.594202899
8742,27,0,Moderate,Moderate,Challenging,Moderate,4,2,C,C,1,1,10,5,not_time_bound,0.429594272
8747,12,0,Moderate,Moderate,Challenging,Moderate,3,2,C,C,1,1,10,5,not_time_bound,0.557291667
8745,15,0,Moderate,Moderate,Challenging,Moderate,3,2,C,D,1,1,10,5,not_time_bound,0.571658615
8746,17,0,Moderate,Moderate,Challenging,Moderate,3,2,C,C,1,1,10,5,not_time_bound,0.608264463
8750,20,0,Moderate,Moderate,Challenging,Moderate,3,2,C,D,1,1,10,5,not_time_bound,0.498896247
8749,23,0,Moderate,Moderate,Challenging,Moderate,3,2,C,C,1,1,10,5,not_time_bound,0.594202899
8748,27,0,Moderate,Moderate,Challenging,Moderate,3,2,C,A,1,1,10,5,not_time_bound,0.429594272
8753,12,0,Moderate,Moderate,Challenging,Moderate,2,2,B,B,1,1,10,5,not_time_bound,0.557291667
8751,15,0,Moderate,Moderate,Challenging,Moderate,2,2,B,B,1,1,10,5,not_time_bound,0.571658615
8752,17,0,Moderate,Moderate,Challenging,Moderate,2,2,B,B,1,1,10,5,not_time_bound,0.608264463
8756,20,0,Moderate,Moderate,Challenging,Moderate,2,2,B,C,1,1,10,5,not_time_bound,0.498896247
8755,23,0,Moderate,Moderate,Challenging,Moderate,2,2,B,B,1,1,10,5,not_time_bound,0.594202899
8754,27,0,Moderate,Moderate,Challenging,Moderate,2,2,B,B,1,1,10,5,not_time_bound,0.429594272
8759,12,0,Moderate,Moderate,Challenging,Moderate,4,2,C,C,1,1,10,5,not_time_bound,0.557291667
8757,15,0,Moderate,Moderate,Challenging,Moderate,4,2,C,C,1,1,10,5,not_time_bound,0.571658615
8758,17,0,Moderate,Moderate,Challenging,Moderate,4,2,C,C,1,1,10,5,not_time_bound,0.608264463
8762,20,0,Moderate,Moderate,Challenging,Moderate,4,2,C,A,1,1,10,5,not_time_bound,0.498896247
8761,23,0,Moderate,Moderate,Challenging,Moderate,4,2,C,C,1,1,10,5,not_time_bound,0.594202899
8760,27,0,Moderate,Moderate,Challenging,Moderate,4,2,C,D,1,1,10,5,not_time_bound,0.429594272
8765,12,0,Moderate,Moderate,Challenging,Moderate,3,2,B,B,1,1,10,5,not_time_bound,0.557291667
8763,15,0,Moderate,Moderate,Challenging,Moderate,3,2,B,A,1,1,10,5,not_time_bound,0.571658615
8764,17,0,Moderate,Moderate,Challenging,Moderate,3,2,B,B,1,1,10,5,not_time_bound,0.608264463
8768,20,0,Moderate,Moderate,Challenging,Moderate,3,2,B,NotAttended,1,1,10,5,not_time_bound,0.498896247
8767,23,0,Moderate,Moderate,Challenging,Moderate,3,2,B,D,1,1,10,5,not_time_bound,0.594202899
8766,27,0,Moderate,Moderate,Challenging,Moderate,3,2,B,D,1,1,10,5,not_time_bound,0.429594272
8771,12,0,Moderate,Moderate,Challenging,Moderate,3,2,C,C,1,1,10,5,not_time_bound,0.557291667
8769,15,0,Moderate,Moderate,Challenging,Moderate,3,2,C,C,1,1,10,5,not_time_bound,0.571658615
8770,17,0,Moderate,Moderate,Challenging,Moderate,3,2,C,C,1,1,10,5,not_time_bound,0.608264463
8774,20,0,Moderate,Moderate,Challenging,Moderate,3,2,C,NotAttended,1,1,10,5,not_time_bound,0.498896247
8773,23,0,Moderate,Moderate,Challenging,Moderate,3,2,C,D,1,1,10,5,not_time_bound,0.594202899
8772,27,0,Moderate,Moderate,Challenging,Moderate,3,2,C,A,1,1,10,5,not_time_bound,0.429594272
8777,12,0,Moderate,Moderate,Challenging,Moderate,4,2,B,B,1,1,10,5,not_time_bound,0.557291667
8775,15,0,Moderate,Moderate,Challenging,Moderate,4,2,B,B,1,1,10,5,not_time_bound,0.571658615
8776,17,0,Moderate,Moderate,Challenging,Moderate,4,2,B,B,1,1,10,5,not_time_bound,0.608264463
8780,20,0,Moderate,Moderate,Challenging,Moderate,4,2,B,NotAttended,1,1,10,5,not_time_bound,0.498896247
8779,23,0,Moderate,Moderate,Challenging,Moderate,4,2,B,B,1,1,10,5,not_time_bound,0.594202899
8778,27,0,Moderate,Moderate,Challenging,Moderate,4,2,B,C,1,1,10,5,not_time_bound,0.429594272
8783,12,0,Moderate,Moderate,Challenging,Moderate,4,2,C,A,1,1,10,5,not_time_bound,0.557291667
8781,15,0,Moderate,Moderate,Challenging,Moderate,4,2,C,C,1,1,10,5,not_time_bound,0.571658615
8782,17,0,Moderate,Moderate,Challenging,Moderate,4,2,C,C,1,1,10,5,not_time_bound,0.608264463
8786,20,0,Moderate,Moderate,Challenging,Moderate,4,2,C,NotAttended,1,1,10,5,not_time_bound,0.498896247
8785,23,0,Moderate,Moderate,Challenging,Moderate,4,2,C,C,1,1,10,5,not_time_bound,0.594202899
8784,27,0,Moderate,Moderate,Challenging,Moderate,4,2,C,A,1,1,10,5,not_time_bound,0.429594272
8789,12,0,Moderate,Moderate,Challenging,Moderate,4,2,B,NotAttended,1,1,10,5,not_time_bound,0.557291667
8787,15,0,Moderate,Moderate,Challenging,Moderate,4,2,B,D,1,1,10,5,not_time_bound,0.571658615
8788,17,0,Moderate,Moderate,Challenging,Moderate,4,2,B,D,1,1,10,5,not_time_bound,0.608264463
8792,20,0,Moderate,Moderate,Challenging,Moderate,4,2,B,NotAttended,1,1,10,5,not_time_bound,0.498896247
8791,23,0,Moderate,Moderate,Challenging,Moderate,4,2,B,B,1,1,10,5,not_time_bound,0.594202899
8790,27,0,Moderate,Moderate,Challenging,Moderate,4,2,B,D,1,1,10,5,not_time_bound,0.429594272
8795,12,0,Moderate,Moderate,Challenging,Moderate,4,2,C,NotAttended,1,1,10,5,not_time_bound,0.557291667
8793,15,0,Moderate,Moderate,Challenging,Moderate,4,2,C,B,1,1,10,5,not_time_bound,0.571658615
8794,17,0,Moderate,Moderate,Challenging,Moderate,4,2,C,C,1,1,10,5,not_time_bound,0.608264463
8798,20,0,Moderate,Moderate,Challenging,Moderate,4,2,C,NotAttended,1,1,10,5,not_time_bound,0.498896247
8797,23,0,Moderate,Moderate,Challenging,Moderate,4,2,C,C,1,1,10,5,not_time_bound,0.594202899
8796,27,0,Moderate,Moderate,Challenging,Moderate,4,2,C,A,1,1,10,5,not_time_bound,0.429594272
8801,12,0,Moderate,Moderate,Challenging,Moderate,4,2,B,NotAttended,1,1,10,5,not_time_bound,0.557291667
8799,15,0,Moderate,Moderate,Challenging,Moderate,4,2,B,C,1,1,10,5,not_time_bound,0.571658615
8800,17,0,Moderate,Moderate,Challenging,Moderate,4,2,B,B,1,1,10,5,not_time_bound,0.608264463
8804,20,0,Moderate,Moderate,Challenging,Moderate,4,2,B,NotAttended,1,1,10,5,not_time_bound,0.498896247
8803,23,0,Moderate,Moderate,Challenging,Moderate,4,2,B,NotAttended,1,1,10,5,not_time_bound,0.594202899
8802,27,0,Moderate,Moderate,Challenging,Moderate,4,2,B,B,1,1,10,5,not_time_bound,0.429594272
8807,12,0,Moderate,Moderate,Challenging,Moderate,3,2,D,NotAttended,1,1,10,5,not_time_bound,0.557291667
8805,15,0,Moderate,Moderate,Challenging,Moderate,3,2,D,D,1,1,10,5,not_time_bound,0.571658615
8806,17,0,Moderate,Moderate,Challenging,Moderate,3,2,D,D,1,1,10,5,not_time_bound,0.608264463
8810,20,0,Moderate,Moderate,Challenging,Moderate,3,2,D,NotAttended,1,1,10,5,not_time_bound,0.498896247
8809,23,0,Moderate,Moderate,Challenging,Moderate,3,2,D,B,1,1,10,5,not_time_bound,0.594202899
8808,27,0,Moderate,Moderate,Challenging,Moderate,3,2,D,C,1,1,10,5,not_time_bound,0.429594272
8813,12,0,Moderate,Moderate,Challenging,Moderate,4,2,C,C,1,1,10,5,not_time_bound,0.557291667
8811,15,0,Moderate,Moderate,Challenging,Moderate,4,2,C,C,1,1,10,5,not_time_bound,0.571658615
8812,17,0,Moderate,Moderate,Challenging,Moderate,4,2,C,C,1,1,10,5,not_time_bound,0.608264463
8816,20,0,Moderate,Moderate,Challenging,Moderate,4,2,C,NotAttended,1,1,10,5,not_time_bound,0.498896247
8815,23,0,Moderate,Moderate,Challenging,Moderate,4,2,C,D,1,1,10,5,not_time_bound,0.594202899
8814,27,0,Moderate,Moderate,Challenging,Moderate,4,2,C,B,1,1,10,5,not_time_bound,0.429594272
8819,12,0,Moderate,Moderate,Challenging,Moderate,4,2,B,B,1,1,10,5,not_time_bound,0.557291667
8817,15,0,Moderate,Moderate,Challenging,Moderate,4,2,B,B,1,1,10,5,not_time_bound,0.571658615
8818,17,0,Moderate,Moderate,Challenging,Moderate,4,2,B,B,1,1,10,5,not_time_bound,0.608264463
8822,20,0,Moderate,Moderate,Challenging,Moderate,4,2,B,NotAttended,1,1,10,5,not_time_bound,0.498896247
8821,23,0,Moderate,Moderate,Challenging,Moderate,4,2,B,C,1,1,10,5,not_time_bound,0.594202899
8820,27,0,Moderate,Moderate,Challenging,Moderate,4,2,B,D,1,1,10,5,not_time_bound,0.429594272
8826,2,5,Moderate,Moderate,Moderate,Moderate,0,3,B,B,1,1,9,4,not_time_bound,0.551219512
8829,4,5,Moderate,Moderate,Moderate,Moderate,0,3,B,B,1,1,8,3,not_time_bound,0.530120482
8823,5,5,Moderate,Moderate,Moderate,Moderate,0,3,B,B,1,1,9,4,not_time_bound,0.481751825
8824,8,5,Moderate,Moderate,Moderate,Moderate,0,3,B,A,1,1,9,4,not_time_bound,0.54025974
8825,12,5,Moderate,Moderate,Moderate,Moderate,0,3,B,B,1,1,8,3,not_time_bound,0.557291667
8827,21,5,Moderate,Moderate,Moderate,Moderate,0,3,B,B,1,1,9,4,not_time_bound,0.565683646
8828,24,5,Moderate,Moderate,Moderate,Moderate,0,3,B,C,1,1,9,4,not_time_bound,0.283950617
8833,2,5,Moderate,Moderate,Moderate,Moderate,3,2,B,B,1,1,9,4,not_time_bound,0.551219512
8836,4,5,Moderate,Moderate,Moderate,Moderate,3,2,B,B,1,1,8,3,not_time_bound,0.530120482
8830,5,5,Moderate,Moderate,Moderate,Moderate,3,2,B,A,1,1,9,4,not_time_bound,0.481751825
8831,8,5,Moderate,Moderate,Moderate,Moderate,3,2,B,B,1,1,9,4,not_time_bound,0.54025974
8832,12,5,Moderate,Moderate,Moderate,Moderate,3,2,B,B,1,1,8,3,not_time_bound,0.557291667
8834,21,5,Moderate,Moderate,Moderate,Moderate,3,2,B,B,1,1,9,4,not_time_bound,0.565683646
8835,24,5,Moderate,Moderate,Moderate,Moderate,3,2,B,B,1,1,9,4,not_time_bound,0.283950617
8840,2,5,Moderate,Moderate,Moderate,Moderate,4,4,B,B,1,1,9,4,not_time_bound,0.551219512
8843,4,5,Moderate,Moderate,Moderate,Moderate,4,4,B,B,1,1,8,3,not_time_bound,0.530120482
8837,5,5,Moderate,Moderate,Moderate,Moderate,4,4,B,D,1,1,9,4,not_time_bound,0.481751825
8838,8,5,Moderate,Moderate,Moderate,Moderate,4,4,B,B,1,1,9,4,not_time_bound,0.54025974
8839,12,5,Moderate,Moderate,Moderate,Moderate,4,4,B,B,1,1,8,3,not_time_bound,0.557291667
8841,21,5,Moderate,Moderate,Moderate,Moderate,4,4,B,B,1,1,9,4,not_time_bound,0.565683646
8842,24,5,Moderate,Moderate,Moderate,Moderate,4,4,B,A,1,1,9,4,not_time_bound,0.283950617
8847,2,5,Moderate,Moderate,Moderate,Moderate,3,1,D,D,1,1,9,4,not_time_bound,0.551219512
8850,4,5,Moderate,Moderate,Moderate,Moderate,3,1,D,D,1,1,8,3,not_time_bound,0.530120482
8844,5,5,Moderate,Moderate,Moderate,Moderate,3,1,D,D,1,1,9,4,not_time_bound,0.481751825
8845,8,5,Moderate,Moderate,Moderate,Moderate,3,1,D,D,1,1,9,4,not_time_bound,0.54025974
8846,12,5,Moderate,Moderate,Moderate,Moderate,3,1,D,D,1,1,8,3,not_time_bound,0.557291667
8848,21,5,Moderate,Moderate,Moderate,Moderate,3,1,D,D,1,1,9,4,not_time_bound,0.565683646
8849,24,5,Moderate,Moderate,Moderate,Moderate,3,1,D,D,1,1,9,4,not_time_bound,0.283950617
8854,2,5,Moderate,Moderate,Moderate,Moderate,1,0,B,B,1,1,9,4,not_time_bound,0.551219512
8857,4,5,Moderate,Moderate,Moderate,Moderate,1,0,B,B,1,1,8,3,not_time_bound,0.530120482
8851,5,5,Moderate,Moderate,Moderate,Moderate,1,0,B,B,1,1,9,4,not_time_bound,0.481751825
8852,8,5,Moderate,Moderate,Moderate,Moderate,1,0,B,B,1,1,9,4,not_time_bound,0.54025974
8853,12,5,Moderate,Moderate,Moderate,Moderate,1,0,B,B,1,1,8,3,not_time_bound,0.557291667
8855,21,5,Moderate,Moderate,Moderate,Moderate,1,0,B,B,1,1,9,4,not_time_bound,0.565683646
8856,24,5,Moderate,Moderate,Moderate,Moderate,1,0,B,B,1,1,9,4,not_time_bound,0.283950617
8861,2,5,Moderate,Moderate,Moderate,Moderate,4,2,C,D,1,1,9,4,not_time_bound,0.551219512
8864,4,5,Moderate,Moderate,Moderate,Moderate,4,2,C,D,1,1,8,3,not_time_bound,0.530120482
8858,5,5,Moderate,Moderate,Moderate,Moderate,4,2,C,C,1,1,9,4,not_time_bound,0.481751825
8859,8,5,Moderate,Moderate,Moderate,Moderate,4,2,C,C,1,1,9,4,not_time_bound,0.54025974
8860,12,5,Moderate,Moderate,Moderate,Moderate,4,2,C,C,1,1,8,3,not_time_bound,0.557291667
8862,21,5,Moderate,Moderate,Moderate,Moderate,4,2,C,C,1,1,9,4,not_time_bound,0.565683646
8863,24,5,Moderate,Moderate,Moderate,Moderate,4,2,C,A,1,1,9,4,not_time_bound,0.283950617
8868,2,5,Moderate,Moderate,Moderate,Moderate,4,4,B,B,1,1,9,4,not_time_bound,0.551219512
8871,4,5,Moderate,Moderate,Moderate,Moderate,4,4,B,B,1,1,8,3,not_time_bound,0.530120482
8865,5,5,Moderate,Moderate,Moderate,Moderate,4,4,B,B,1,1,9,4,not_time_bound,0.481751825
8866,8,5,Moderate,Moderate,Moderate,Moderate,4,4,B,D,1,1,9,4,not_time_bound,0.54025974
8867,12,5,Moderate,Moderate,Moderate,Moderate,4,4,B,B,1,1,8,3,not_time_bound,0.557291667
8869,21,5,Moderate,Moderate,Moderate,Moderate,4,4,B,B,1,1,9,4,not_time_bound,0.565683646
8870,24,5,Moderate,Moderate,Moderate,Moderate,4,4,B,C,1,1,9,4,not_time_bound,0.283950617
8875,2,5,Moderate,Moderate,Moderate,Moderate,4,0,B,B,1,1,9,4,not_time_bound,0.551219512
8878,4,5,Moderate,Moderate,Moderate,Moderate,4,0,B,C,1,1,8,3,not_time_bound,0.530120482
8872,5,5,Moderate,Moderate,Moderate,Moderate,4,0,B,B,1,1,9,4,not_time_bound,0.481751825
8873,8,5,Moderate,Moderate,Moderate,Moderate,4,0,B,B,1,1,9,4,not_time_bound,0.54025974
8874,12,5,Moderate,Moderate,Moderate,Moderate,4,0,B,NotAttended,1,1,8,3,not_time_bound,0.557291667
8876,21,5,Moderate,Moderate,Moderate,Moderate,4,0,B,B,1,1,9,4,not_time_bound,0.565683646
8877,24,5,Moderate,Moderate,Moderate,Moderate,4,0,B,D,1,1,9,4,not_time_bound,0.283950617
8882,2,5,Moderate,Moderate,Moderate,Moderate,4,3,C,C,1,1,9,4,not_time_bound,0.551219512
8885,4,5,Moderate,Moderate,Moderate,Moderate,4,3,C,C,1,1,8,3,not_time_bound,0.530120482
8879,5,5,Moderate,Moderate,Moderate,Moderate,4,3,C,C,1,1,9,4,not_time_bound,0.481751825
8880,8,5,Moderate,Moderate,Moderate,Moderate,4,3,C,D,1,1,9,4,not_time_bound,0.54025974
8881,12,5,Moderate,Moderate,Moderate,Moderate,4,3,C,D,1,1,8,3,not_time_bound,0.557291667
8883,21,5,Moderate,Moderate,Moderate,Moderate,4,3,C,C,1,1,9,4,not_time_bound,0.565683646
8884,24,5,Moderate,Moderate,Moderate,Moderate,4,3,C,A,1,1,9,4,not_time_bound,0.283950617
8889,2,5,Moderate,Moderate,Moderate,Moderate,3,1,C,NotAttended,1,1,9,4,not_time_bound,0.551219512
8892,4,5,Moderate,Moderate,Moderate,Moderate,3,1,C,B,1,1,8,3,not_time_bound,0.530120482
8886,5,5,Moderate,Moderate,Moderate,Moderate,3,1,C,NotAttended,1,1,9,4,not_time_bound,0.481751825
8887,8,5,Moderate,Moderate,Moderate,Moderate,3,1,C,NotAttended,1,1,9,4,not_time_bound,0.54025974
8888,12,5,Moderate,Moderate,Moderate,Moderate,3,1,C,NotAttended,1,1,8,3,not_time_bound,0.557291667
8890,21,5,Moderate,Moderate,Moderate,Moderate,3,1,C,C,1,1,9,4,not_time_bound,0.565683646
8891,24,5,Moderate,Moderate,Moderate,Moderate,3,1,C,C,1,1,9,4,not_time_bound,0.283950617
8896,29,5,Challenging,Moderate,Difficult,Difficult,4,0,C,C,1,1,8,3,not_time_bound,0.490196078
8895,48,5,Challenging,Moderate,Difficult,Difficult,4,0,C,B,1,1,8,3,not_time_bound,0.388059701
8894,49,5,Moderate,Moderate,Difficult,Challenging,4,0,C,A,1,1,9,4,not_time_bound,0.518072289
8893,50,5,Challenging,Moderate,Difficult,Difficult,4,0,C,B,1,1,8,3,not_time_bound,0.561643836
8897,90,5,Moderate,Moderate,Moderately Difficult,Moderate,4,0,C,C,1,1,116,6,not_time_bound,0.561797753
8901,29,5,Challenging,Moderate,Difficult,Difficult,1,2,B,B,1,1,8,3,not_time_bound,0.490196078
8900,48,5,Challenging,Moderate,Difficult,Difficult,1,2,B,C,1,1,8,3,not_time_bound,0.388059701
8899,49,5,Moderate,Moderate,Difficult,Challenging,1,2,B,C,1,1,9,4,not_time_bound,0.518072289
8898,50,5,Challenging,Moderate,Difficult,Difficult,1,2,B,B,1,1,8,3,not_time_bound,0.561643836
8902,90,5,Moderate,Moderate,Moderately Difficult,Moderate,1,2,B,B,1,1,116,6,not_time_bound,0.561797753
8906,29,5,Challenging,Moderate,Difficult,Difficult,4,2,A,A,1,1,8,3,not_time_bound,0.490196078
8905,48,5,Challenging,Moderate,Difficult,Difficult,4,2,A,D,1,1,8,3,not_time_bound,0.388059701
8904,49,5,Moderate,Moderate,Difficult,Challenging,4,2,A,A,1,1,9,4,not_time_bound,0.518072289
8903,50,5,Challenging,Moderate,Difficult,Difficult,4,2,A,A,1,1,8,3,not_time_bound,0.561643836
8907,90,5,Moderate,Moderate,Moderately Difficult,Moderate,4,2,A,A,1,1,116,6,not_time_bound,0.561797753
