student_id,genre,vocabulary_and_language_complexity,sentence_structure,themes_and_content,overall,question_difficulty,question_type,exam_hour,attention_level,student_age,student_grade,time_bound,correctness_ratio_by_student
24,0,Moderate,Moderate,Moderate,Moderate,3,2,1,1,9,4,not_time_bound,0.283950617
21,0,Challenging,Challenging,Moderate,Challenging,2,2,1,1,8,3,not_time_bound,0.565683646
24,0,Moderate,Moderate,Moderate,Moderate,2,2,1,1,9,4,not_time_bound,0.283950617
21,0,Challenging,Challenging,Moderate,Challenging,3,2,1,1,8,3,not_time_bound,0.565683646
24,0,Moderate,Moderate,Moderate,Moderate,3,2,1,1,9,4,not_time_bound,0.283950617
21,0,Challenging,Challenging,Moderate,Challenging,4,2,1,1,8,3,not_time_bound,0.565683646
24,0,Moderate,Moderate,Moderate,Moderate,4,2,1,1,9,4,not_time_bound,0.283950617
21,0,Challenging,Challenging,Moderate,Challenging,3,2,1,1,8,3,not_time_bound,0.565683646
24,0,Moderate,Moderate,Moderate,Moderate,3,2,1,1,9,4,not_time_bound,0.283950617
2,0,Moderate,Moderate,Moderate,Moderate,4,1,1,1,10,5,not_time_bound,0.551219512
6,0,Moderate,Moderate,Moderate,Moderate,4,1,1,1,10,5,not_time_bound,0.432432432
8,0,Challenging,Challenging,Moderate,Challenging,4,1,1,1,9,4,not_time_bound,0.54025974
15,0,Challenging,Challenging,Moderate,Challenging,4,1,1,1,9,4,not_time_bound,0.571658615
20,0,Challenging,Challenging,Moderate,Challenging,4,1,1,1,9,4,not_time_bound,0.498896247
22,0,Challenging,Challenging,Moderate,Challenging,4,1,1,1,9,4,not_time_bound,0.604774536
23,0,Challenging,Challenging,Moderate,Challenging,4,1,1,1,9,4,not_time_bound,0.594202899
2,0,Moderate,Moderate,Moderate,Moderate,4,1,1,1,10,5,not_time_bound,0.551219512
6,0,Moderate,Moderate,Moderate,Moderate,4,1,1,1,10,5,not_time_bound,0.432432432
8,0,Challenging,Challenging,Moderate,Challenging,4,1,1,1,9,4,not_time_bound,0.54025974
15,0,Challenging,Challenging,Moderate,Challenging,4,1,1,1,9,4,not_time_bound,0.571658615
20,0,Challenging,Challenging,Moderate,Challenging,4,1,1,1,9,4,not_time_bound,0.498896247
22,0,Challenging,Challenging,Moderate,Challenging,4,1,1,1,9,4,not_time_bound,0.604774536
23,0,Challenging,Challenging,Moderate,Challenging,4,1,1,1,9,4,not_time_bound,0.594202899
2,0,Moderate,Moderate,Moderate,Moderate,4,2,1,1,10,5,not_time_bound,0.551219512
6,0,Moderate,Moderate,Moderate,Moderate,4,2,1,1,10,5,not_time_bound,0.432432432
8,0,Challenging,Challenging,Moderate,Challenging,4,2,1,1,9,4,not_time_bound,0.54025974
15,0,Challenging,Challenging,Moderate,Challenging,4,2,1,1,9,4,not_time_bound,0.571658615
20,0,Challenging,Challenging,Moderate,Challenging,4,2,1,1,9,4,not_time_bound,0.498896247
22,0,Challenging,Challenging,Moderate,Challenging,4,2,1,1,9,4,not_time_bound,0.604774536
23,0,Challenging,Challenging,Moderate,Challenging,4,2,1,1,9,4,not_time_bound,0.594202899
2,0,Moderate,Moderate,Moderate,Moderate,3,2,1,1,10,5,not_time_bound,0.551219512
6,0,Moderate,Moderate,Moderate,Moderate,3,2,1,1,10,5,not_time_bound,0.432432432
8,0,Challenging,Challenging,Moderate,Challenging,3,2,1,1,9,4,not_time_bound,0.54025974
15,0,Challenging,Challenging,Moderate,Challenging,3,2,1,1,9,4,not_time_bound,0.571658615
20,0,Challenging,Challenging,Moderate,Challenging,3,2,1,1,9,4,not_time_bound,0.498896247
22,0,Challenging,Challenging,Moderate,Challenging,3,2,1,1,9,4,not_time_bound,0.604774536
23,0,Challenging,Challenging,Moderate,Challenging,3,2,1,1,9,4,not_time_bound,0.594202899
2,0,Moderate,Moderate,Moderate,Moderate,3,1,1,1,10,5,not_time_bound,0.551219512
6,0,Moderate,Moderate,Moderate,Moderate,3,1,1,1,10,5,not_time_bound,0.432432432
8,0,Challenging,Challenging,Moderate,Challenging,3,1,1,1,9,4,not_time_bound,0.54025974
15,0,Challenging,Challenging,Moderate,Challenging,3,1,1,1,9,4,not_time_bound,0.571658615
20,0,Challenging,Challenging,Moderate,Challenging,3,1,1,1,9,4,not_time_bound,0.498896247
22,0,Challenging,Challenging,Moderate,Challenging,3,1,1,1,9,4,not_time_bound,0.604774536
23,0,Challenging,Challenging,Moderate,Challenging,3,1,1,1,9,4,not_time_bound,0.594202899
2,0,Moderate,Moderate,Moderate,Moderate,4,2,1,1,10,5,not_time_bound,0.551219512
6,0,Moderate,Moderate,Moderate,Moderate,4,2,1,1,10,5,not_time_bound,0.432432432
8,0,Challenging,Challenging,Moderate,Challenging,4,2,1,1,9,4,not_time_bound,0.54025974
15,0,Challenging,Challenging,Moderate,Challenging,4,2,1,1,9,4,not_time_bound,0.571658615
20,0,Challenging,Challenging,Moderate,Challenging,4,2,1,1,9,4,not_time_bound,0.498896247
22,0,Challenging,Challenging,Moderate,Challenging,4,2,1,1,9,4,not_time_bound,0.604774536
23,0,Challenging,Challenging,Moderate,Challenging,4,2,1,1,9,4,not_time_bound,0.594202899
2,0,Moderate,Moderate,Moderate,Moderate,3,1,1,1,10,5,not_time_bound,0.551219512
6,0,Moderate,Moderate,Moderate,Moderate,3,1,1,1,10,5,not_time_bound,0.432432432
8,0,Challenging,Challenging,Moderate,Challenging,3,1,1,1,9,4,not_time_bound,0.54025974
15,0,Challenging,Challenging,Moderate,Challenging,3,1,1,1,9,4,not_time_bound,0.571658615
20,0,Challenging,Challenging,Moderate,Challenging,3,1,1,1,9,4,not_time_bound,0.498896247
22,0,Challenging,Challenging,Moderate,Challenging,3,1,1,1,9,4,not_time_bound,0.604774536
23,0,Challenging,Challenging,Moderate,Challenging,3,1,1,1,9,4,not_time_bound,0.594202899
2,0,Moderate,Moderate,Moderate,Moderate,4,1,1,1,10,5,not_time_bound,0.551219512
6,0,Moderate,Moderate,Moderate,Moderate,4,1,1,1,10,5,not_time_bound,0.432432432
8,0,Challenging,Challenging,Moderate,Challenging,4,1,1,1,9,4,not_time_bound,0.54025974
15,0,Challenging,Challenging,Moderate,Challenging,4,1,1,1,9,4,not_time_bound,0.571658615
20,0,Challenging,Challenging,Moderate,Challenging,4,1,1,1,9,4,not_time_bound,0.498896247
22,0,Challenging,Challenging,Moderate,Challenging,4,1,1,1,9,4,not_time_bound,0.604774536
23,0,Challenging,Challenging,Moderate,Challenging,4,1,1,1,9,4,not_time_bound,0.594202899
2,0,Moderate,Moderate,Moderate,Moderate,4,1,1,1,10,5,not_time_bound,0.551219512
6,0,Moderate,Moderate,Moderate,Moderate,4,1,1,1,10,5,not_time_bound,0.432432432
8,0,Challenging,Challenging,Moderate,Challenging,4,1,1,1,9,4,not_time_bound,0.54025974
15,0,Challenging,Challenging,Moderate,Challenging,4,1,1,1,9,4,not_time_bound,0.571658615
20,0,Challenging,Challenging,Moderate,Challenging,4,1,1,1,9,4,not_time_bound,0.498896247
22,0,Challenging,Challenging,Moderate,Challenging,4,1,1,1,9,4,not_time_bound,0.604774536
23,0,Challenging,Challenging,Moderate,Challenging,4,1,1,1,9,4,not_time_bound,0.594202899
2,0,Moderate,Moderate,Moderate,Moderate,4,1,1,1,10,5,not_time_bound,0.551219512
6,0,Moderate,Moderate,Moderate,Moderate,4,1,1,1,10,5,not_time_bound,0.432432432
8,0,Challenging,Challenging,Moderate,Challenging,4,1,1,1,9,4,not_time_bound,0.54025974
15,0,Challenging,Challenging,Moderate,Challenging,4,1,1,1,9,4,not_time_bound,0.571658615
20,0,Challenging,Challenging,Moderate,Challenging,4,1,1,1,9,4,not_time_bound,0.498896247
22,0,Challenging,Challenging,Moderate,Challenging,4,1,1,1,9,4,not_time_bound,0.604774536
23,0,Challenging,Challenging,Moderate,Challenging,4,1,1,1,9,4,not_time_bound,0.594202899
29,0,Difficult,Difficult,Moderate,Difficult,2,2,1,1,8,3,not_time_bound,0.490196078
90,0,Moderate,Moderate,Moderate,Moderate,2,2,1,1,116,6,not_time_bound,0.561797753
29,0,Difficult,Difficult,Moderate,Difficult,2,2,1,1,8,3,not_time_bound,0.490196078
90,0,Moderate,Moderate,Moderate,Moderate,2,2,1,1,116,6,not_time_bound,0.561797753
29,0,Difficult,Difficult,Moderate,Difficult,3,2,1,1,8,3,not_time_bound,0.490196078
90,0,Moderate,Moderate,Moderate,Moderate,3,2,1,1,116,6,not_time_bound,0.561797753
29,0,Difficult,Difficult,Moderate,Difficult,2,2,1,1,8,3,not_time_bound,0.490196078
90,0,Moderate,Moderate,Moderate,Moderate,2,2,1,1,116,6,not_time_bound,0.561797753
29,0,Difficult,Difficult,Moderate,Difficult,2,2,1,1,8,3,not_time_bound,0.490196078
90,0,Moderate,Moderate,Moderate,Moderate,2,2,1,1,116,6,not_time_bound,0.561797753
29,0,Difficult,Difficult,Moderate,Difficult,2,2,1,1,8,3,not_time_bound,0.490196078
90,0,Moderate,Moderate,Moderate,Moderate,2,2,1,1,116,6,not_time_bound,0.561797753
29,0,Difficult,Difficult,Moderate,Difficult,3,2,1,1,8,3,not_time_bound,0.490196078
90,0,Moderate,Moderate,Moderate,Moderate,3,2,1,1,116,6,not_time_bound,0.561797753
29,0,Difficult,Difficult,Moderate,Difficult,4,2,1,1,8,3,not_time_bound,0.490196078
90,0,Moderate,Moderate,Moderate,Moderate,4,2,1,1,116,6,not_time_bound,0.561797753
29,0,Difficult,Difficult,Moderate,Difficult,3,2,1,1,8,3,not_time_bound,0.490196078
90,0,Moderate,Moderate,Moderate,Moderate,3,2,1,1,116,6,not_time_bound,0.561797753
29,0,Difficult,Difficult,Moderate,Difficult,3,2,1,1,8,3,not_time_bound,0.490196078
90,0,Moderate,Moderate,Moderate,Moderate,3,2,1,1,116,6,not_time_bound,0.561797753
29,0,Difficult,Difficult,Moderate,Difficult,4,2,1,1,8,3,not_time_bound,0.490196078
90,0,Moderate,Moderate,Moderate,Moderate,4,2,1,1,116,6,not_time_bound,0.561797753
29,0,Difficult,Difficult,Moderate,Difficult,2,2,1,1,8,3,not_time_bound,0.490196078
90,0,Moderate,Moderate,Moderate,Moderate,2,2,1,1,116,6,not_time_bound,0.561797753
29,0,Difficult,Difficult,Moderate,Difficult,1,2,1,1,8,3,not_time_bound,0.490196078
90,0,Moderate,Moderate,Moderate,Moderate,1,2,1,1,116,6,not_time_bound,0.561797753
29,0,Difficult,Difficult,Moderate,Difficult,3,2,1,1,8,3,not_time_bound,0.490196078
90,0,Moderate,Moderate,Moderate,Moderate,3,2,1,1,116,6,not_time_bound,0.561797753
29,0,Difficult,Difficult,Moderate,Difficult,3,2,1,1,8,3,not_time_bound,0.490196078
90,0,Moderate,Moderate,Moderate,Moderate,3,2,1,1,116,6,not_time_bound,0.561797753
29,0,Difficult,Difficult,Moderate,Difficult,3,2,1,1,8,3,not_time_bound,0.490196078
90,0,Moderate,Moderate,Moderate,Moderate,3,2,1,1,116,6,not_time_bound,0.561797753
29,0,Difficult,Difficult,Moderate,Difficult,3,2,1,1,8,3,not_time_bound,0.490196078
90,0,Moderate,Moderate,Moderate,Moderate,3,2,1,1,116,6,not_time_bound,0.561797753
12,0,Moderate,Moderate,Challenging,Moderate,1,2,1,1,10,5,not_time_bound,0.557291667
15,0,Moderate,Moderate,Challenging,Moderate,1,2,1,1,10,5,not_time_bound,0.571658615
17,0,Moderate,Moderate,Challenging,Moderate,1,2,1,1,10,5,not_time_bound,0.608264463
20,0,Moderate,Moderate,Challenging,Moderate,1,2,1,1,10,5,not_time_bound,0.498896247
23,0,Moderate,Moderate,Challenging,Moderate,1,2,1,1,10,5,not_time_bound,0.594202899
27,0,Moderate,Moderate,Challenging,Moderate,1,2,1,1,10,5,not_time_bound,0.429594272
12,0,Moderate,Moderate,Challenging,Moderate,3,2,1,1,10,5,not_time_bound,0.557291667
15,0,Moderate,Moderate,Challenging,Moderate,3,2,1,1,10,5,not_time_bound,0.571658615
17,0,Moderate,Moderate,Challenging,Moderate,3,2,1,1,10,5,not_time_bound,0.608264463
20,0,Moderate,Moderate,Challenging,Moderate,3,2,1,1,10,5,not_time_bound,0.498896247
23,0,Moderate,Moderate,Challenging,Moderate,3,2,1,1,10,5,not_time_bound,0.594202899
27,0,Moderate,Moderate,Challenging,Moderate,3,2,1,1,10,5,not_time_bound,0.429594272
12,0,Moderate,Moderate,Challenging,Moderate,2,2,1,1,10,5,not_time_bound,0.557291667
15,0,Moderate,Moderate,Challenging,Moderate,2,2,1,1,10,5,not_time_bound,0.571658615
17,0,Moderate,Moderate,Challenging,Moderate,2,2,1,1,10,5,not_time_bound,0.608264463
20,0,Moderate,Moderate,Challenging,Moderate,2,2,1,1,10,5,not_time_bound,0.498896247
23,0,Moderate,Moderate,Challenging,Moderate,2,2,1,1,10,5,not_time_bound,0.594202899
27,0,Moderate,Moderate,Challenging,Moderate,2,2,1,1,10,5,not_time_bound,0.429594272
12,0,Moderate,Moderate,Challenging,Moderate,4,2,1,1,10,5,not_time_bound,0.557291667
15,0,Moderate,Moderate,Challenging,Moderate,4,2,1,1,10,5,not_time_bound,0.571658615
17,0,Moderate,Moderate,Challenging,Moderate,4,2,1,1,10,5,not_time_bound,0.608264463
20,0,Moderate,Moderate,Challenging,Moderate,4,2,1,1,10,5,not_time_bound,0.498896247
23,0,Moderate,Moderate,Challenging,Moderate,4,2,1,1,10,5,not_time_bound,0.594202899
27,0,Moderate,Moderate,Challenging,Moderate,4,2,1,1,10,5,not_time_bound,0.429594272
12,0,Moderate,Moderate,Challenging,Moderate,2,2,1,1,10,5,not_time_bound,0.557291667
15,0,Moderate,Moderate,Challenging,Moderate,2,2,1,1,10,5,not_time_bound,0.571658615
17,0,Moderate,Moderate,Challenging,Moderate,2,2,1,1,10,5,not_time_bound,0.608264463
20,0,Moderate,Moderate,Challenging,Moderate,2,2,1,1,10,5,not_time_bound,0.498896247
23,0,Moderate,Moderate,Challenging,Moderate,2,2,1,1,10,5,not_time_bound,0.594202899
27,0,Moderate,Moderate,Challenging,Moderate,2,2,1,1,10,5,not_time_bound,0.429594272
12,0,Moderate,Moderate,Challenging,Moderate,3,2,1,1,10,5,not_time_bound,0.557291667
15,0,Moderate,Moderate,Challenging,Moderate,3,2,1,1,10,5,not_time_bound,0.571658615
17,0,Moderate,Moderate,Challenging,Moderate,3,2,1,1,10,5,not_time_bound,0.608264463
20,0,Moderate,Moderate,Challenging,Moderate,3,2,1,1,10,5,not_time_bound,0.498896247
23,0,Moderate,Moderate,Challenging,Moderate,3,2,1,1,10,5,not_time_bound,0.594202899
27,0,Moderate,Moderate,Challenging,Moderate,3,2,1,1,10,5,not_time_bound,0.429594272
12,0,Moderate,Moderate,Challenging,Moderate,2,2,1,1,10,5,not_time_bound,0.557291667
15,0,Moderate,Moderate,Challenging,Moderate,2,2,1,1,10,5,not_time_bound,0.571658615
17,0,Moderate,Moderate,Challenging,Moderate,2,2,1,1,10,5,not_time_bound,0.608264463
20,0,Moderate,Moderate,Challenging,Moderate,2,2,1,1,10,5,not_time_bound,0.498896247
23,0,Moderate,Moderate,Challenging,Moderate,2,2,1,1,10,5,not_time_bound,0.594202899
27,0,Moderate,Moderate,Challenging,Moderate,2,2,1,1,10,5,not_time_bound,0.429594272
12,0,Moderate,Moderate,Challenging,Moderate,2,2,1,1,10,5,not_time_bound,0.557291667
15,0,Moderate,Moderate,Challenging,Moderate,2,2,1,1,10,5,not_time_bound,0.571658615
17,0,Moderate,Moderate,Challenging,Moderate,2,2,1,1,10,5,not_time_bound,0.608264463
20,0,Moderate,Moderate,Challenging,Moderate,2,2,1,1,10,5,not_time_bound,0.498896247
23,0,Moderate,Moderate,Challenging,Moderate,2,2,1,1,10,5,not_time_bound,0.594202899
27,0,Moderate,Moderate,Challenging,Moderate,2,2,1,1,10,5,not_time_bound,0.429594272
12,0,Moderate,Moderate,Challenging,Moderate,4,2,1,1,10,5,not_time_bound,0.557291667
15,0,Moderate,Moderate,Challenging,Moderate,4,2,1,1,10,5,not_time_bound,0.571658615
17,0,Moderate,Moderate,Challenging,Moderate,4,2,1,1,10,5,not_time_bound,0.608264463
20,0,Moderate,Moderate,Challenging,Moderate,4,2,1,1,10,5,not_time_bound,0.498896247
23,0,Moderate,Moderate,Challenging,Moderate,4,2,1,1,10,5,not_time_bound,0.594202899
27,0,Moderate,Moderate,Challenging,Moderate,4,2,1,1,10,5,not_time_bound,0.429594272
12,0,Moderate,Moderate,Challenging,Moderate,3,2,1,1,10,5,not_time_bound,0.557291667
15,0,Moderate,Moderate,Challenging,Moderate,3,2,1,1,10,5,not_time_bound,0.571658615
17,0,Moderate,Moderate,Challenging,Moderate,3,2,1,1,10,5,not_time_bound,0.608264463
20,0,Moderate,Moderate,Challenging,Moderate,3,2,1,1,10,5,not_time_bound,0.498896247
23,0,Moderate,Moderate,Challenging,Moderate,3,2,1,1,10,5,not_time_bound,0.594202899
27,0,Moderate,Moderate,Challenging,Moderate,3,2,1,1,10,5,not_time_bound,0.429594272
12,0,Moderate,Moderate,Challenging,Moderate,2,2,1,1,10,5,not_time_bound,0.557291667
15,0,Moderate,Moderate,Challenging,Moderate,2,2,1,1,10,5,not_time_bound,0.571658615
17,0,Moderate,Moderate,Challenging,Moderate,2,2,1,1,10,5,not_time_bound,0.608264463
20,0,Moderate,Moderate,Challenging,Moderate,2,2,1,1,10,5,not_time_bound,0.498896247
23,0,Moderate,Moderate,Challenging,Moderate,2,2,1,1,10,5,not_time_bound,0.594202899
27,0,Moderate,Moderate,Challenging,Moderate,2,2,1,1,10,5,not_time_bound,0.429594272
12,0,Moderate,Moderate,Challenging,Moderate,4,2,1,1,10,5,not_time_bound,0.557291667
15,0,Moderate,Moderate,Challenging,Moderate,4,2,1,1,10,5,not_time_bound,0.571658615
17,0,Moderate,Moderate,Challenging,Moderate,4,2,1,1,10,5,not_time_bound,0.608264463
20,0,Moderate,Moderate,Challenging,Moderate,4,2,1,1,10,5,not_time_bound,0.498896247
23,0,Moderate,Moderate,Challenging,Moderate,4,2,1,1,10,5,not_time_bound,0.594202899
27,0,Moderate,Moderate,Challenging,Moderate,4,2,1,1,10,5,not_time_bound,0.429594272
12,0,Moderate,Moderate,Challenging,Moderate,4,2,1,1,10,5,not_time_bound,0.557291667
15,0,Moderate,Moderate,Challenging,Moderate,4,2,1,1,10,5,not_time_bound,0.571658615
17,0,Moderate,Moderate,Challenging,Moderate,4,2,1,1,10,5,not_time_bound,0.608264463
20,0,Moderate,Moderate,Challenging,Moderate,4,2,1,1,10,5,not_time_bound,0.498896247
23,0,Moderate,Moderate,Challenging,Moderate,4,2,1,1,10,5,not_time_bound,0.594202899
27,0,Moderate,Moderate,Challenging,Moderate,4,2,1,1,10,5,not_time_bound,0.429594272
12,0,Moderate,Moderate,Challenging,Moderate,4,2,1,1,10,5,not_time_bound,0.557291667
15,0,Moderate,Moderate,Challenging,Moderate,4,2,1,1,10,5,not_time_bound,0.571658615
17,0,Moderate,Moderate,Challenging,Moderate,4,2,1,1,10,5,not_time_bound,0.608264463
20,0,Moderate,Moderate,Challenging,Moderate,4,2,1,1,10,5,not_time_bound,0.498896247
23,0,Moderate,Moderate,Challenging,Moderate,4,2,1,1,10,5,not_time_bound,0.594202899
27,0,Moderate,Moderate,Challenging,Moderate,4,2,1,1,10,5,not_time_bound,0.429594272
12,0,Moderate,Moderate,Challenging,Moderate,4,2,1,1,10,5,not_time_bound,0.557291667
15,0,Moderate,Moderate,Challenging,Moderate,4,2,1,1,10,5,not_time_bound,0.571658615
17,0,Moderate,Moderate,Challenging,Moderate,4,2,1,1,10,5,not_time_bound,0.608264463
20,0,Moderate,Moderate,Challenging,Moderate,4,2,1,1,10,5,not_time_bound,0.498896247
23,0,Moderate,Moderate,Challenging,Moderate,4,2,1,1,10,5,not_time_bound,0.594202899
27,0,Moderate,Moderate,Challenging,Moderate,4,2,1,1,10,5,not_time_bound,0.429594272
12,0,Moderate,Moderate,Challenging,Moderate,4,2,1,1,10,5,not_time_bound,0.557291667
15,0,Moderate,Moderate,Challenging,Moderate,4,2,1,1,10,5,not_time_bound,0.571658615
17,0,Moderate,Moderate,Challenging,Moderate,4,2,1,1,10,5,not_time_bound,0.608264463
20,0,Moderate,Moderate,Challenging,Moderate,4,2,1,1,10,5,not_time_bound,0.498896247
23,0,Moderate,Moderate,Challenging,Moderate,4,2,1,1,10,5,not_time_bound,0.594202899
27,0,Moderate,Moderate,Challenging,Moderate,4,2,1,1,10,5,not_time_bound,0.429594272
12,0,Moderate,Moderate,Challenging,Moderate,4,2,1,1,10,5,not_time_bound,0.557291667
15,0,Moderate,Moderate,Challenging,Moderate,4,2,1,1,10,5,not_time_bound,0.571658615
17,0,Moderate,Moderate,Challenging,Moderate,4,2,1,1,10,5,not_time_bound,0.608264463
20,0,Moderate,Moderate,Challenging,Moderate,4,2,1,1,10,5,not_time_bound,0.498896247
23,0,Moderate,Moderate,Challenging,Moderate,4,2,1,1,10,5,not_time_bound,0.594202899
27,0,Moderate,Moderate,Challenging,Moderate,4,2,1,1,10,5,not_time_bound,0.429594272
12,0,Moderate,Moderate,Challenging,Moderate,3,2,1,1,10,5,not_time_bound,0.557291667
15,0,Moderate,Moderate,Challenging,Moderate,3,2,1,1,10,5,not_time_bound,0.571658615
17,0,Moderate,Moderate,Challenging,Moderate,3,2,1,1,10,5,not_time_bound,0.608264463
20,0,Moderate,Moderate,Challenging,Moderate,3,2,1,1,10,5,not_time_bound,0.498896247
23,0,Moderate,Moderate,Challenging,Moderate,3,2,1,1,10,5,not_time_bound,0.594202899
27,0,Moderate,Moderate,Challenging,Moderate,3,2,1,1,10,5,not_time_bound,0.429594272
12,0,Moderate,Moderate,Challenging,Moderate,2,2,1,1,10,5,not_time_bound,0.557291667
15,0,Moderate,Moderate,Challenging,Moderate,2,2,1,1,10,5,not_time_bound,0.571658615
17,0,Moderate,Moderate,Challenging,Moderate,2,2,1,1,10,5,not_time_bound,0.608264463
20,0,Moderate,Moderate,Challenging,Moderate,2,2,1,1,10,5,not_time_bound,0.498896247
23,0,Moderate,Moderate,Challenging,Moderate,2,2,1,1,10,5,not_time_bound,0.594202899
27,0,Moderate,Moderate,Challenging,Moderate,2,2,1,1,10,5,not_time_bound,0.429594272
12,0,Moderate,Moderate,Challenging,Moderate,4,2,1,1,10,5,not_time_bound,0.557291667
15,0,Moderate,Moderate,Challenging,Moderate,4,2,1,1,10,5,not_time_bound,0.571658615
17,0,Moderate,Moderate,Challenging,Moderate,4,2,1,1,10,5,not_time_bound,0.608264463
20,0,Moderate,Moderate,Challenging,Moderate,4,2,1,1,10,5,not_time_bound,0.498896247
23,0,Moderate,Moderate,Challenging,Moderate,4,2,1,1,10,5,not_time_bound,0.594202899
27,0,Moderate,Moderate,Challenging,Moderate,4,2,1,1,10,5,not_time_bound,0.429594272
12,0,Moderate,Moderate,Challenging,Moderate,3,2,1,1,10,5,not_time_bound,0.557291667
15,0,Moderate,Moderate,Challenging,Moderate,3,2,1,1,10,5,not_time_bound,0.571658615
17,0,Moderate,Moderate,Challenging,Moderate,3,2,1,1,10,5,not_time_bound,0.608264463
20,0,Moderate,Moderate,Challenging,Moderate,3,2,1,1,10,5,not_time_bound,0.498896247
23,0,Moderate,Moderate,Challenging,Moderate,3,2,1,1,10,5,not_time_bound,0.594202899
27,0,Moderate,Moderate,Challenging,Moderate,3,2,1,1,10,5,not_time_bound,0.429594272
12,0,Moderate,Moderate,Challenging,Moderate,3,2,1,1,10,5,not_time_bound,0.557291667
15,0,Moderate,Moderate,Challenging,Moderate,3,2,1,1,10,5,not_time_bound,0.571658615
17,0,Moderate,Moderate,Challenging,Moderate,3,2,1,1,10,5,not_time_bound,0.608264463
20,0,Moderate,Moderate,Challenging,Moderate,3,2,1,1,10,5,not_time_bound,0.498896247
23,0,Moderate,Moderate,Challenging,Moderate,3,2,1,1,10,5,not_time_bound,0.594202899
27,0,Moderate,Moderate,Challenging,Moderate,3,2,1,1,10,5,not_time_bound,0.429594272
12,0,Moderate,Moderate,Challenging,Moderate,4,2,1,1,10,5,not_time_bound,0.557291667
15,0,Moderate,Moderate,Challenging,Moderate,4,2,1,1,10,5,not_time_bound,0.571658615
17,0,Moderate,Moderate,Challenging,Moderate,4,2,1,1,10,5,not_time_bound,0.608264463
20,0,Moderate,Moderate,Challenging,Moderate,4,2,1,1,10,5,not_time_bound,0.498896247
23,0,Moderate,Moderate,Challenging,Moderate,4,2,1,1,10,5,not_time_bound,0.594202899
27,0,Moderate,Moderate,Challenging,Moderate,4,2,1,1,10,5,not_time_bound,0.429594272
12,0,Moderate,Moderate,Challenging,Moderate,4,2,1,1,10,5,not_time_bound,0.557291667
15,0,Moderate,Moderate,Challenging,Moderate,4,2,1,1,10,5,not_time_bound,0.571658615
17,0,Moderate,Moderate,Challenging,Moderate,4,2,1,1,10,5,not_time_bound,0.608264463
20,0,Moderate,Moderate,Challenging,Moderate,4,2,1,1,10,5,not_time_bound,0.498896247
23,0,Moderate,Moderate,Challenging,Moderate,4,2,1,1,10,5,not_time_bound,0.594202899
27,0,Moderate,Moderate,Challenging,Moderate,4,2,1,1,10,5,not_time_bound,0.429594272
12,0,Moderate,Moderate,Challenging,Moderate,4,2,1,1,10,5,not_time_bound,0.557291667
15,0,Moderate,Moderate,Challenging,Moderate,4,2,1,1,10,5,not_time_bound,0.571658615
17,0,Moderate,Moderate,Challenging,Moderate,4,2,1,1,10,5,not_time_bound,0.608264463
20,0,Moderate,Moderate,Challenging,Moderate,4,2,1,1,10,5,not_time_bound,0.498896247
23,0,Moderate,Moderate,Challenging,Moderate,4,2,1,1,10,5,not_time_bound,0.594202899
27,0,Moderate,Moderate,Challenging,Moderate,4,2,1,1,10,5,not_time_bound,0.429594272
12,0,Moderate,Moderate,Challenging,Moderate,4,2,1,1,10,5,not_time_bound,0.557291667
15,0,Moderate,Moderate,Challenging,Moderate,4,2,1,1,10,5,not_time_bound,0.571658615
17,0,Moderate,Moderate,Challenging,Moderate,4,2,1,1,10,5,not_time_bound,0.608264463
20,0,Moderate,Moderate,Challenging,Moderate,4,2,1,1,10,5,not_time_bound,0.498896247
23,0,Moderate,Moderate,Challenging,Moderate,4,2,1,1,10,5,not_time_bound,0.594202899
27,0,Moderate,Moderate,Challenging,Moderate,4,2,1,1,10,5,not_time_bound,0.429594272
12,0,Moderate,Moderate,Challenging,Moderate,4,2,1,1,10,5,not_time_bound,0.557291667
15,0,Moderate,Moderate,Challenging,Moderate,4,2,1,1,10,5,not_time_bound,0.571658615
17,0,Moderate,Moderate,Challenging,Moderate,4,2,1,1,10,5,not_time_bound,0.608264463
20,0,Moderate,Moderate,Challenging,Moderate,4,2,1,1,10,5,not_time_bound,0.498896247
23,0,Moderate,Moderate,Challenging,Moderate,4,2,1,1,10,5,not_time_bound,0.594202899
27,0,Moderate,Moderate,Challenging,Moderate,4,2,1,1,10,5,not_time_bound,0.429594272
12,0,Moderate,Moderate,Challenging,Moderate,3,2,1,1,10,5,not_time_bound,0.557291667
15,0,Moderate,Moderate,Challenging,Moderate,3,2,1,1,10,5,not_time_bound,0.571658615
17,0,Moderate,Moderate,Challenging,Moderate,3,2,1,1,10,5,not_time_bound,0.608264463
20,0,Moderate,Moderate,Challenging,Moderate,3,2,1,1,10,5,not_time_bound,0.498896247
23,0,Moderate,Moderate,Challenging,Moderate,3,2,1,1,10,5,not_time_bound,0.594202899
27,0,Moderate,Moderate,Challenging,Moderate,3,2,1,1,10,5,not_time_bound,0.429594272
12,0,Moderate,Moderate,Challenging,Moderate,4,2,1,1,10,5,not_time_bound,0.557291667
15,0,Moderate,Moderate,Challenging,Moderate,4,2,1,1,10,5,not_time_bound,0.571658615
