Id,Source,PassageName,QuestionId,QuestionText,QuestionTypeId,QuestionDifficulty,A,B,C,D,E,IsInvalid,CreatedOn,UpdatedOn
874,worksheet,sense,4,What does the phrase ìequally carried awayî (line 18) suggest from the way it has been used?,1,5,Mrs John Dashwood has been taken away,Mrs John Dashwood has carried something away,Mrs John Dashwood is easily influenced by her emotions,Mrs John Dashwoodís emotions are always in the extreme,NULL,0,58:14.5,16:30.0
875,worksheet,sense,5,What was Mr John Dashwood planning to do for his sisters?,1,4,Let them leave with a fortune,Help them find husbands with their own fortune,Let them inherit the money instead,Give them money intended for his own son,NULL,0,58:14.5,16:30.0
876,worksheet,sense,6,"Based on the text, what was the relationship supposed to be like between children of different marriages?",1,5,They could be close if they wanted to,They should be distant with no warmth,They should pretend as if they do no exist,They should compete to see who was the best children,NULL,0,58:14.5,16:30.0
877,worksheet,sense,7,Why was Mr John Dashwood inclined to help his sisters?,1,5,Because he wanted to prove that stepchildren can have a strong relationship,Because his sisters were dear to him,Because he felt sympathetic and wanted to honour his dadís last request,Because society in the time meant that men must always provide for women.,NULL,0,58:14.5,16:30.0
878,worksheet,sense,8,What reason best describes why Mrs John Dashwood objects to her husband assisting his stepsisters?,1,5,She is greedy and only cares about her own family,She believes that Mr Dashwood was not fit to think properly,She is traditional and believes that her husband should honour the instructions of the inheritance,She believes that the sisters have no right claim for the money,NULL,0,58:14.5,16:30.0
879,worksheet,sense,9,What word describes Mr John Dashwoodís handling of his fatherís request?,1,5,Reliable,Suspicious,Hateful,Deceitful,NULL,0,58:14.5,16:30.0
880,worksheet,sense,10,Why does the author put the words ëletí and ëthatí (line 41) in italics?,1,5,To show that Mrs John Dashwood does not want to give the sisters money to help them,To show that it is important to the story,To show the reader that those words must be emphasised when reading,They are the title of a book inside of the extract,NULL,0,58:14.5,16:30.0
881,worksheet,sense,11,How much money is Mr John Dashwood later planning on giving his sisters?,1,4,£500 altogether,£1000,Half of £3000 each,£1500 altogether,NULL,0,58:14.5,16:30.0
882,worksheet,sense,12,How does Mrs John Dashwood convince her husband?,1,5,By creating a concern for his son about a potential event in the future,By making him feel bad that his son will be poor in the future,By making it seem that the sister will be richer than his son in the future,By suggesting that he is being an awful father,NULL,0,58:14.5,16:30.0
883,worksheet,shiba,1,1. Why do you think people mistake Shiba Inus for foxes?,1,2,They are a breed of fox,They come from foxes,They are foxes,They look like foxes,NULL,0,58:14.5,16:30.0
884,worksheet,shiba,2,2. What does the word ìresembleî (line 2) mean?,1,3,Assemble,Look like,Identical,Have something in common,NULL,0,58:14.5,16:30.0
885,worksheet,shiba,3,3. What were Shiba Inus used for initially?,1,2,They were used as teddy bears,They were used to terrify people,They were used for hunting,They are used to hunt teddy bears,NULL,0,58:14.5,16:30.0
886,worksheet,shiba,4,4. Why do you think the author calls these dogs ëtiny terrorsí?,1,3,Because they are terrifying,Because they are small and can be dangerous,Because they are terrible creatures,Because it is a common nickname for Shibas,NULL,0,58:14.5,16:30.0
887,worksheet,shiba,5,"5. Shiba Inus are described as ìancientî, why do you think that is?",1,4,They are incredibly cute,They have been around a long time,They have a really big internet following,They are incredibly useful for hunting,NULL,0,58:14.5,16:30.0
888,worksheet,shiba,6,6. Where did Shiba Inus originally come from?,1,2,Japan,American Kennel Club,America,All over the world,NULL,0,58:14.5,16:30.0
889,worksheet,shiba,7,7. What stopped the breed from dying out?,1,3,World War II helped them find new homes,A national treasure program helped them become famous,They were bred by the American Kennel Club,A special breeding program to help restore their numbers,NULL,0,58:14.5,16:30.0
890,worksheet,shiba,8,"8. ëThanks to breeding programs, the dogs have now become a national treasure.í What writing technique is ënational treasureí?",1,5,Simile,Metaphor,Personification,Hyperbole,NULL,0,58:14.5,16:30.0
891,worksheet,shiba,9,9. What does ërestorationí in line 10 mean?,1,3,Fixing something damaged or broken,Undoing a mistake that lead to something bad,Re-doing something to avoid a bad future,Bring up the level of something to its previous level,NULL,0,58:14.5,16:30.0
892,worksheet,shiba,10,"10. In the text, it says ësourced from three bloodlinesî. What does this mean?",1,4,Every Shiba today comes from the three remaining families,Each Shiba is one type of the remaining Shiba,The breeding program joined the three remaining families,There are only three types of bloodlines of dogs in the world.,NULL,0,58:14.5,16:30.0
893,worksheet,shiba,11,11. What does it mean to become an ìinternet sensationî (line 13)?,1,3,To learn how to use the internet,To become popular on the internet,To be on the internet,To become sensitive to the internet,NULL,0,58:14.5,16:30.0
894,worksheet,shiba,13,12. What is the name of the famous Shiba Inu?,1,3,Doge,NULL,NULL,NULL,NULL,0,58:14.5,16:30.0
895,worksheet,shiba,14,13. What is a ìmemeî (line 14)?,1,3,It is a funny picture worth sharing with others,It is a picture with a caption,It is a picture of Doge,It is not stated,NULL,0,58:14.5,16:30.0
896,worksheet,shiba,15,14. Why are more families adopting Shiba Inus recently?,1,3,They are easier to get and do not take up much space,They are famous and well known,Everybody wants to own their own Doge dog,They are fit easily in common spaces,NULL,0,58:14.5,16:30.0
897,worksheet,shiba,16,15. What reason best explains why Shibas do not like cuddles that much?,1,3,Shibas are hunters and therefore are aggressive,Shibas prefer spending time by themselves,Shibas rely on their humans to survive,Shibas are too small to enjoy being cuddled,NULL,0,58:14.5,16:30.0
898,worksheet,shiba,17,16. What do Shibas spend the majority of their time doing?,1,3,Hunting,Playing,Cleaning,Sleeping,NULL,0,58:14.5,16:30.0
899,worksheet,shiba,18,17. What writing technique is used here: ìthe whole world has at least seen one Shiba Inu.î,1,5,Personfications,Hyperbole,Simile,Metaphor,NULL,0,58:14.5,16:30.0
900,worksheet,shiba,19,18. Which of these statements are true?,1,4,Shiba Inus are always high energy,Shiba Inus will often look for their owners in the house,People only adopt shibas because they are more common and small,Shiba Inus can show some affection,NULL,0,58:14.5,16:30.0
901,worksheet,shiba,20,19. What statement best summarises the writerís opinion of the Shiba Inu,1,5,The writer is expressing facts rather than opinions for people to learn about this dog breed,The writer likes the dog breed a lot and is trying to get others to buy one,The writer does not particularly like nor dislike the dog breed,The writer is making the dog breed sound as best possible because they may like it a lot,NULL,0,58:14.5,16:30.0
902,worksheet,snowy river,1,What does the phrase ' the word had passed around' mean?,1,4,News of the event at the station past around,A rumour was spread around,The movement of the station passed around,The colt from the station had escaped,NULL,0,58:14.5,16:30.0
903,worksheet,snowy river,2,What did the colt do?,1,3, Went to the wild bush, Went to the wild, Went with wild horses, Escaped from the wild bush,NULL,0,58:14.5,16:30.0
904,worksheet,snowy river,3,Why is it bad that the horse escaped?,1,4, It is a rare horse, It is a talented horse,It is a workhorse,It is valuable,NULL,0,58:14.5,16:30.0
905,worksheet,snowy river,4,Who had come to help find the horse?,1,3, The best riders, The old rides, The Old Regret's riders, The best wild bush riders,NULL,0,58:14.5,16:30.0
906,worksheet,snowy river,5,What word best replaces 'mustered' line 6?,1,5, Mustard, Gathered, Signalled, Slept over,NULL,0,58:14.5,16:30.0
907,worksheet,snowy river,6,What does the phrase 'who made his pile' mean?,1,5, It is slang that means made a mess, It is slang that means gathered his things, It is slang that means earned money, It is slang that means made his clothes,NULL,0,58:14.5,16:30.0
908,worksheet,snowy river,7,What does it mean that 'few could ride beside him' mean about Harrison?,1,4, He gets angry easily at others, He is too difficult to keep up with, He is lonely and likes riding alone, He rides at unusual times,NULL,0,58:14.5,16:30.0
909,worksheet,snowy river,8,What do we learn about Clancy?,1,3, He is able to stay on his horse no matter what, He is a cart driver of the plains, He is old and has white hair, He lost to Harrison during the cup,NULL,0,58:14.5,16:30.0
910,worksheet,snowy river,9,What does the word stripling tell us about the rider?,1,4, They are tall and lanky, They are dressed in dazzling clothes, They are brave looking, They are weak looking,NULL,0,58:14.5,16:30.0
911,worksheet,snowy river,10,What do we learn about the stripling's weedy horse?,1,4, They are determined and never give up, They are not afraid of death, They ride dangerously, They will do something even if everyone else is afraid,NULL,0,58:14.5,16:30.0
912,worksheet,snowy river,11,Which one of these statements are true?,1,4, Only nearby riders had come to find the colt, It took a few days for all the riders to arrive, The stripling's horse is admired by mountain horsemen, The stripling had a bright and fiery eye,NULL,0,58:14.5,16:30.0
913,worksheet,snowy river,12,Who warned the stripling not to ride?,1,3, Harrison, Clancy, Regret, Konsciukso,NULL,0,58:14.5,16:30.0
914,worksheet,snowy river,13,Why does Clancy recommend that the stripling comes with them?,1,4, He feels sympathy for him, He thinks that he has some value, He claims he is trained on similar and more difficult terrain, He doesn't know what he could bring to the team,NULL,0,58:14.5,16:30.0
915,worksheet,snowy river,14,What was not an order from the old man?,1,5, Get at them immediately, Stop them going to the hills, Be confident, Be loud,NULL,0,58:14.5,16:30.0
916,worksheet,sonnet 18,1,What does the poet mean when they say ìmore temperateî?,1,4,They are warmer than a Summerís day,They are hotter than a Summerís day,They are more controlled than a Summerís day,They are calmer than a Summerís day,NULL,0,58:14.5,16:30.0
917,worksheet,sonnet 18,2,What impact does the wind have on the flowers?,1,3,It helps the flowers grow,It helps the flowers pollinate,It kills the flowers,It confuses the flowers,NULL,0,58:14.5,16:30.0
918,worksheet,sonnet 18,3,What does the poet mean by ìall too short a dateî?,1,5,The time period is not long,The day starts too early,The day ends too early,The date is just before summer starts,NULL,0,58:14.5,16:30.0
919,worksheet,sonnet 18,4,What is the ìeye of heavenî?,1,4,God,The sun,The centre of a flower,The readerís eye,NULL,0,58:14.5,16:30.0
920,worksheet,sonnet 18,5,ìAnd every fair from fair sometime declinesî What does the poet mean by this?,1,5,Everything ends up equal and fair,Balance will eventually decrease,It is difficult to stay pure,Beautiful things donít last,NULL,0,58:14.5,16:30.0
921,worksheet,sonnet 18,6,How does the poet start their poem?,1,2,With a request,With a demand,With a question,With a comment,NULL,0,58:14.5,16:30.0
922,worksheet,sonnet 18,7,The phrase ësummerís leaseí suggests,1,5,the span of heat,short-term of summer,beauty of the season,length of the season,NULL,0,58:14.5,16:30.0
923,worksheet,sonnet 18,8,ìAnd summerís lease hath all too short a dateî Here ëdateí means,1,4,a meek,a month,the beauty,duration,NULL,0,58:14.5,16:30.0
924,worksheet,sonnet 18,9,The poet says that every ëfairí,1,5,will eventually change,can only diminish slightly,is the opposite of unfair,will maintain,NULL,0,58:14.5,16:30.0
925,worksheet,sonnet 18,10,How is the gold complexion of the sun dimmed-,1,5,By the clouds,By the shade of the tree,By a canopy,By the shade of a building,NULL,0,58:14.5,16:30.0
926,worksheet,sonnet 18,11,What does the poet mean by the readerís ìeternal summerî?,1,5,Her memories,Her happiness,Her warmth,Her beauty,NULL,0,58:14.5,16:30.0
927,worksheet,sonnet 18,12,The poet highlights that the summer has some negative sides. Which one of these qualities was not mentioned?,1,5,Winds that are too strong,It doesnít last long enough,The temperature is unbearable,It gives everything a golden complexion,NULL,0,58:14.5,16:30.0
928,worksheet,sonnet 18,13,Which word in the poem means something ëlasts foreverí?,1,4,Eternal,Complexion,Untrimmíd,Wanderíst,NULL,0,58:14.5,16:30.0
929,worksheet,sonnet 18,14,Why did the poet write this poem?,1,5,To cheer somebody up,To apologise,To show his love,To display his skill,NULL,0,58:14.5,16:30.0
930,worksheet,sonnet 18,15,"What effect is created when the poet writes, ìnature's changing courseî?",1,5,Natureís journey is fixed forever,That natureís journey continuously changes,It sounds like nature has nowhere to go,Nature wants to change over time,NULL,0,58:14.5,16:30.0
931,worksheet,sonnet 18,16,"ìSo long lives this, and this gives life to thee.î What is ìthisî?",1,5,Their love,The poet,The poem,The summer,NULL,0,58:14.5,16:30.0
932,worksheet,sonnet 18,17,N/A,1,NULL,NULL,NULL,NULL,NULL,N/A,0,58:14.5,22:06.3
933,worksheet,sonnet 18,18,N/A,1,NULL,NULL,NULL,NULL,NULL,N/A,0,58:14.5,22:06.3
934,worksheet,sonnet 18,19,N/A,1,NULL,NULL,NULL,NULL,NULL,N/A,0,58:14.5,22:06.3
935,worksheet,sonnet 18,20,N/A,1,NULL,NULL,NULL,NULL,NULL,N/A,0,58:14.5,22:06.3
936,worksheet,sonnet 18,21,N/A,1,NULL,NULL,NULL,NULL,NULL,N/A,0,58:14.5,22:06.3
937,worksheet,sonnet 18,22,N/A,1,NULL,NULL,NULL,NULL,NULL,N/A,0,58:14.5,22:06.3
938,worksheet,stopping by,1,easy What class of word is ëWhoseí?,1,4,Possessive Pronoun,Contracted word,Determiner,Personal pronoun,NULL,0,58:14.5,16:30.0
939,worksheet,stopping by,2,hard What is odd about the phrase ìI think I knowî?,1,5,It is using two antonyms,The meaning is confusing,You either know something or you donít,It is missing grammar and punctuation,NULL,0,58:14.5,16:30.0
940,worksheet,stopping by,3,med What effect is created by the narrator when they say ìI think I knowî?,1,5,It creates a sense they are uncertain,It creates a sense that they are nervous,It creates a sense that they know it,It creates a sense of tension,NULL,0,58:14.5,16:30.0
941,worksheet,stopping by,4,easy Why did the narrator stop in the forest?,1,3,To hide from somebody,To find something specific,A sudden feeling,To watch the settling snow,NULL,0,58:14.5,16:30.0
942,worksheet,stopping by,5,Which one of these statements is true?,1,4,The horse thinks the narratorís actions are strange,It is midnight,It is the last evening of the year,The narrator and his horse are alone,NULL,0,58:14.5,16:30.0
943,worksheet,stopping by,6,Why might the horse think it ëqueerí to stop?,1,4,There is no good reason to stop during the dark,It is creepy to stop on the darkest night of the year,It is unsafe to stop with no farmhouse near,It was strange to stop so suddenly to watch a lake,NULL,0,58:14.5,16:30.0
944,worksheet,stopping by,7,Which one of these descriptions best describes the forest?,1,3,"Dark, bustling with noise",Pitch black and stirring with movement,Lightless with no signs of life,Brimming with light and frozen,NULL,0,58:14.5,16:30.0
945,worksheet,stopping by,8,"What poetic device does the poet use when they write, ìthe sweep of easy windî?",1,5,Simile,Metaphor,Alliteration,Analogy,NULL,0,58:14.5,16:30.0
946,worksheet,stopping by,9,med/ hard The poet says ìeasy windî. What effect does this create?,1,5,It builds tension for the reader,"It makes the reader picture a gentle wind, rolling over the leaves",It makes the reader imagine the forest being blown by the wind,All of the above,NULL,0,58:14.5,16:30.0
947,worksheet,stopping by,10,"What does it mean for the narrator when the poet writes ìThe woods are lovely, dark and deep, But I have promises to keepî?",1,5,It means that the narrator just remembered the reason why they were travelling,The narrator is declaring he would rather continue his journey than stay,The narrator would rather stay but they understand they have a duty to finish,The narrator is simply stating how he feels and what he must do next,NULL,0,58:14.5,16:30.0
948,worksheet,stopping by,11,What type of word is ëdarkestí line XXX?,1,4,Comparative,Superlative,Adverb,Article,NULL,0,58:14.5,16:30.0
949,worksheet,stopping by,12,Why does the poet repeat the last line?,1,5,The poem extends and continues just like the narratorís journey,To make the reader feel uneasy about the ending,To highlight how far the narrator must travel,It is dramatic when poets repeat line,NULL,0,58:14.5,16:30.0
950,worksheet,this is going to hurt,1,What have Adamís parents still not forgiven him for?,1,2,Quitting his job,Learning to be a doctor,Training to be a doctor for so long,Signing up to be a doctor again,NULL,0,58:14.5,16:30.0
951,worksheet,this is going to hurt,2,Why did the author quit their job?,1,4,His parents didnít want him to be a doctor,He was taken off the medical register,He failed a test,It became too much for them,NULL,0,58:14.5,16:30.0
952,worksheet,this is going to hurt,3,Which of the following is not true?,1,5,The authorís parents wish he kept being a doctor,Being a junior doctor is difficult,Doctors are tested every year,Doctors are tested every five years,NULL,0,58:14.5,16:30.0
953,worksheet,this is going to hurt,4,Which of these two words describe being a junior doctor?,1,5,Interesting and boring,Funny and easy,Funny and difficult,Interesting and calming,NULL,0,58:14.5,16:30.0
954,worksheet,this is going to hurt,5,What does Adam think about his training portfolio diary entries?,1,4,Theyíre unimportant and long,Theyíre important and extreme,Theyíre confidential and funny,Theyíre funny and confusing,NULL,0,58:14.5,16:30.0
955,worksheet,this is going to hurt,6,What is this book going to be about?,1,3,Being a doctor,Finding a new job,Studying medicine,Adam Kayís life story,NULL,0,58:14.5,16:30.0
956,worksheet,this is going to hurt,7,What is meant by the word ëremotelyí (line 13)?,1,3,Far away,Distantly,Slightly,Boring,NULL,0,58:14.5,16:30.0
957,worksheet,this is going to hurt,8,What is meant by the word ëextremeí (line 17)?,1,3,Acceptable,Strange,Exciting,Intense,NULL,0,58:14.5,16:30.0
958,worksheet,THOSE WINTER,1,Why is the word Those used in the title of this poem?,2,4,To suggest distance from the winter Sundays in the poem,To show that the events on the winter Sunday in the poem only occurred once,To show that winter Sundays are still occurring,To show that winter is long,NULL,0,58:14.5,16:30.0
959,worksheet,THOSE WINTER,2,"In the first line of the poem, for what reason does the poet use the word √¢‚Ç¨Àútoo'?",4,5,To show that the poet also wakes early,To show that their father wakes early every weekend,To show that their father wakes early not only on Sundays,To show that their father wakes far too early on Sundays,NULL,0,58:14.5,16:30.0
960,worksheet,THOSE WINTER,3,The words blueblack have had the space between them removed. Why might the poet have decided to do this?,2,5,It was an accident,To make the separation between them more stark,To blur the colours together,To help the poem fit into a rhyme scheme,NULL,0,58:14.5,16:30.0
961,worksheet,THOSE WINTER,4,Why did the poet's father's hands ache?,1,2,He worked all week.,His hands were cracked from year-round labour.,His hands were exposed to the winter cold for long hours.,His hands were burnt by the fires.,NULL,0,58:14.5,16:30.0
962,worksheet,THOSE WINTER,5,What language device is used in √¢‚Ç¨Àúbanked fires blaze'?,5,5,Alliteration,Assonance,Anecdote,Allegory,NULL,0,58:14.5,16:30.0
963,worksheet,THOSE WINTER,6,"No one ever thanked him. From the context of the poem, who is suggested to have had an obligation to thank the poet's father but never did?",2,5,The poet,The poet and any other members of the poet's household,His father's boss,No one,NULL,0,58:14.5,16:30.0
964,worksheet,THOSE WINTER,7,"The cold cannot splinter, so why does the poet choose to describe the sound of √¢‚Ç¨Àúthe cold splintering, breaking'?",1,5,"The cold is being driven away by burning logs, which make a splintering sound.","The cold persists and, like ice, it cracks.",The cold hurts the poet - like a splinter or breaking bones.,The winter frost on the windows is patterned like shattered glass.,NULL,0,58:14.5,16:30.0
965,worksheet,THOSE WINTER,8,Which of the following best describes the poet's emotions when their father would call them awake?,1,5,Indolent,Energetic,Uneasy,Unfeeling,NULL,0,58:14.5,16:30.0
966,worksheet,THOSE WINTER,9,The poet feared the chronic angers of that house'To what is this referring?,2,5,The poet worried that they would lose their temper.,The poet feared that their family would begin arguing.,The poet was afraid of the house falling apart.,The poet's father was chronically ill.,NULL,0,58:14.5,16:30.0
967,worksheet,THOSE WINTER,10,Why does the poet use the phrase 'that house'?,2,4,They have since moved houses.,They did not feel at home in that house.,They are nostalgic for that particular house.,They can no longer recall their childhood.,NULL,0,58:14.5,16:30.0
968,worksheet,THOSE WINTER,11,"The poet describes their self as Speaking indifferently. When read along with the next two lines of the poem, what do we learn about how the poet feels as they recall this?",2,5,"The poet is merely describing a typical morning, without strong feelings.","The poet has learned things they hadn't known before, so they regret their indifference.",The poet has learned to appreciate those actions but doesn't feel indebted.,"The poet now understands that those actions were a sign of love, and they regret being apathetic.",NULL,0,58:14.5,16:30.0
969,worksheet,THOSE WINTER,12,Who or what had polished the poet's good shoes?,1,3,The poet's brother,The poet's father,The fire,Spring,NULL,0,58:14.5,16:30.0
970,worksheet,THOSE WINTER,13,"Why does the poet repeat the phrase √¢‚Ç¨ÀúWhat did I know, what did I know'?",2,5,They are feeling guilty.,They are feeling self-righteous.,They are feeling lonely.,They are feeling confused.,NULL,0,58:14.5,16:30.0
971,worksheet,THOSE WINTER,14,Which of the following is closest in meaning to austere?,6,5,Complex,Casual,Cold,Compassionate,NULL,0,58:14.5,16:30.0
972,worksheet,THOSE WINTER,15,Why might the poet have chosen to use the word offices to describe where love is carried out?,2,5,To suggest that the love they received was perfunctory,To suggest that they were only loved on weekdays,To suggest that children are familiar with love,To suggest that loving someone is an official role,NULL,0,58:14.5,16:30.0
973,worksheet,THOSE WINTER,16,What did the poet know of love's austere and lonely offices'?,2,5,Nothing,Polished shoes,Dedication,Silence,NULL,0,58:14.5,16:30.0
974,worksheet,THOSE WINTER,17,Over which seasons does this poem take place? Option 1:Winter Option 2:Spring Option 3:Summer Option 4:Autumn,1,1,Option 1 only,Option 2 only,Options 1 and 4 only,"Options 1, 2 and 4 only",NULL,0,58:14.5,16:30.0
975,worksheet,tom sawyer,1,Which statement best describes the type of day it was?,1,2, A steamy and humid day,A warm and lovely day,An unbearably warm and loud day,A spectacular and dry day,NULL,0,58:14.5,16:30.0
976,worksheet,tom sawyer,2,What is the purpose of the first paragraph?,1,3,To show the reader how different that world is to ours,To highlight this is a fictional world,To draw attention to the fact this is set in the real world,To set the mood for the reader,NULL,0,58:14.5,16:30.0
977,worksheet,tom sawyer,3,"What does it mean when the text says, ìif the heart was young the music issued at the lipsî",1,3,The song was at the lips of young people,Young people have an issue with music,Young people will sing out of happiness,Young people enjoy singing ,NULL,0,58:14.5,16:30.0
978,worksheet,tom sawyer,4,Why did Tomís mood change from happy to melancholy?,1,2,The job he has to do on such a nice day is difficult,Tom is lazy and does not enjoy working,Tom feels like he will be too hot working,The job is too difficult for just one person,NULL,0,58:14.5,16:30.0
979,worksheet,tom sawyer,5,Why does the author describe the first painted plank as ëinsignificantí line XX?,1,3,Because his job is pointless,Tom thinks the job is pointless,Tom thinks the plank will be dirty soon,His progress is very slow,NULL,0,58:14.5,16:30.0
980,worksheet,tom sawyer,7,What does ìburnt him like fireî suggest Tom is feeling?,1,3,Furious,Solitary,Irritated,Injured,NULL,0,58:14.5,16:30.0
981,worksheet,tom sawyer,8,Which one of these statements is correct?,1,2,A pack of chewing gum was part of his worldy wealth,He has just enough wealth to exchange for half an hour of freedom,Tom had already planned some events prior to painting,The toys are worth more than the marble.,NULL,0,58:14.5,16:30.0
982,worksheet,tom sawyer,9,Why is Ben Rogers the worst possible boy to have walked by?,1,3,Ben is a big show-off who Tom is envious of,Ben is someone who despises Tom ,Tom and Ben cannot get along for a minute,Tom cannot stand Benís jokes,NULL,0,58:14.5,16:30.0
983,worksheet,tom sawyer,10,What is ëBig Missourií?,1,4,A boat,A state,A county,A nickname of a place,NULL,0,58:14.5,16:30.0
984,worksheet,tom sawyer,11,Which one of these things is Ben not mentioned as doing?,1,3,Making weird sounds,Pretending to be in water,Shouting out instructions ,Throwing down an anchor,NULL,0,58:14.5,16:30.0
985,worksheet,tom sawyer,12,"What is odd about when Tom says, ìWhy, itís you, Ben! I warnít noticing.î",1,4,There are spelling mistakes,The author used a made-up word,Tom is pretending to be polite,Tom is lying about not noticing him,NULL,0,58:14.5,16:30.0
986,worksheet,tom sawyer,13,What is the effect of author using the word ëwheeledí line XX?,1,4,It makes Tom sound like a tyre,It makes Tomís actions sound faster,It makes Tom seem more like a vehicle ,To help Tom seem more interested in Ben,NULL,0,58:14.5,16:30.0
987,worksheet,tom sawyer,14,Re-read from line XX to line XX. What is Tomís intentions with Ben?,1,5,To convince Ben that hard work is more important than playing,To try and ridicule Ben instead of being ridiculed ,To make Ben think that this job is more interesting than it really is,To highlight how good painting is,NULL,0,58:14.5,16:30.0
988,worksheet,tom sawyer,15,Which statement below is not a lie Tom made?,1,5,That not many people can do this job,Jim wanted to do the job,She wouldnít let Sid do the job,Tom had practised painting the fence,NULL,0,58:14.5,16:30.0
989,worksheet,tom sawyer,16,What does ìplanned the slaughter of more innocentsî mean?,1,5,Tom wanted to get more people to paint,Tom was going to hurt more people,Tom was now going to use the time to hunt animals,Tom was going to use this time to hurt innocent people,NULL,0,58:14.5,16:30.0
990,worksheet,tom sawyer,17,How have things changed over the course of the day?,1,4,"In the afternoon, the weather was much colder and duller than before",Tomís mood is more upbeat and he has gained more things,Tom has learned the value of hard work and is satisfied,Tom is grateful for the experience and is relaxing after working so hard,NULL,0,58:14.5,16:30.0
991,worksheet,treasure island,1,"WHat does it mean when it says,  that rid us at last of the captain ?",1,4,It was the last time they saw the captain,It was the last time the captain left,They finally were able to get the captain to leave,It was the last time the captain did something mysterious,NULL,0,58:14.5,16:30.0
992,worksheet,treasure island,2,"What does it mean when the text says,  though not, as you will see, of his business ?",1,5,"Despite the captain not being there, they were still involved with him","Despite the captain finally leaving, his businesses still affected them","Whilst the captain was away, they snuck into his things","Even though the captain didn't know, they were trying to help him",NULL,0,58:14.5,16:30.0
993,worksheet,treasure island,3,Which of these is not mentioned about the weather?,1,3,It was incredibly cold,Things were frozen solid,The wind was strong,The rain fell continuously,The rain fell continuously,0,58:14.5,16:30.0
994,worksheet,treasure island,4,How do we know the narrator's father will not make it to spring?,2,4,His health gets worse daily,He is getting lower daily,He cannot stop sinking,The weather is too harsh to survive everyday,His health gets worse daily,0,58:14.5,16:30.0
995,worksheet,treasure island,5,What is another word for √¢‚Ç¨ÀúInn,6,2,Enter,In,Hotel,House,NULL,0,58:14.5,16:30.0
996,worksheet,treasure island,6,What was keeping the narrator and the mother busy?,1,3,Looking after the father,Looking after the inn,Looking after the guest,It is not known,NULL,0,58:14.5,16:30.0
997,worksheet,treasure island,7,Which of these things did the captain not have?,1,3,Brass telescope,Blue coat,Swinging sword10,Black Hat,NULL,0,58:14.5,16:30.0
998,worksheet,treasure island,8,Where do they live?,1,2,Near the beach,In the hills,Away from the sea,In a field,NULL,0,58:14.5,16:30.0
999,worksheet,treasure island,9,What does  wanting two fingers of the left hand  mean?,1,4,He is looking for two fingers,He is holding two fingers up,He is missing two fingers,He has only two fingers,NULL,0,58:14.5,16:30.0
1000,worksheet,treasure island,10,Why does the narrator find this new guest odd?,2,4,His appearance is scary looking,His appearance does not match up,His appearance is damaged and injured,His appearance is unfamiliar,NULL,0,58:14.5,16:30.0
1001,worksheet,treasure island,11,Which of these statements are false?,2,5,This is the first time the narrator has seen the man,The narrator was looking after his father when the man walked in,The captain went to the beach early in the morning,This man had been injured whilst sailing,NULL,0,58:14.5,16:30.0
1002,worksheet,treasure island,12,"Come here, sonny,",1,2,That is his name,It is a term for young boys,He looks like his son,The narrator is the guest's real son,NULL,0,58:14.5,16:30.0
1003,worksheet,treasure island,13,Which word could replace the word √¢‚Ç¨Àúleer'?,6,4,Unkind stare,Kind look,A weird way of speaking,A gruff voice,NULL,0,58:14.5,16:30.0
1004,worksheet,treasure island,14,Which word best describes the guest?,2,4,Scary,Impolite,Aggressive,Passive,NULL,0,58:14.5,16:30.0
1005,worksheet,treasure island,15,"How many adjectives are there in this sentence  It was a bitter cold winter, with long, hard frosts and heavy gales; and it was plain from the first that my poor father was little likely to see the spring?",5,4,7,8,9,10,NULL,0,58:14.5,16:30.0
1006,worksheet,tyger,1,Who is the narrator talking to?,1,2,The reader,The tiger,A friend,No-one specific,NULL,0,58:14.5,16:30.0
1007,worksheet,tyger,2,"In the first stanza, what does the poet compare the tiger to?",1,3,A fire,A star,A light,A God,NULL,0,58:14.5,16:30.0
1008,worksheet,tyger,3,What does the phrase 'fearful symmetry' suggest about the tiger?,1,4,It's majestic and powerful,It's terrifying and iconic,It's symmetrical and beautiful,It's strong and tidy,NULL,0,58:14.5,16:30.0
1009,worksheet,tyger,4,What language device is 'distant deeps'?,1,4,Onomatopoeia,Syballance,Irony,Alliteration,NULL,0,58:14.5,16:30.0
1010,worksheet,tyger,5,In what distant deeps or skies Burnt the fire of thine eyes?' What does this suggest about the tiger's eyes?,1,5,They have been burned,They are sunk deep in the tiger's face,They came from another world,They are red like fire,NULL,0,58:14.5,16:30.0
1011,worksheet,tyger,6,What is a synonym for 'aspire' (line X ?,1,5,Fly,Hope,Feel,Use,NULL,0,58:14.5,16:30.0
1012,worksheet,tyger,7,What does the poet wonder in the third stanza?,1,3,How the tiger can be so fearsome,Who could defeat such a powerful tiger,Who created such a fearsome being,How the tiger can have a heart when it is so dreadful,NULL,0,58:14.5,16:30.0
1013,worksheet,tyger,8,When the stars threw down their spears  What language device is this?,1,5,Metaphor,Personification,Allegory,Rhythm,NULL,0,58:14.5,16:30.0
1014,worksheet,tyger,9,Did He who made the lamb make thee What is the poet asking?,1,3,If the tiger was originally supposed to be a lamb,If the tiger is the creator of the lamb,If the lamb created the tiger,If the creator of the lamb also created the tiger,NULL,0,58:14.5,16:30.0
