Source,PassageName,QuestionId,Question,A,B,C,D,E
worksheet,wind in the willows,11,Which description best describes how the atmosphere of the woods changed?," At first the atmosphere was terrifying, then woods became more ominous", The cheeriness of the bare forest lured the character in for something more sinister, The plain and poor mood of the forest put the character at ease and this feeling remained," The mood was overwhelming but the deeper the character goes into the forest, the lighter the mood becomes",NULL
worksheet,wind in the willows,12,Which of these words used in the text mean that the trees were getting closer to the character?, Caricatures, Penetrated, Crouched, Advanced,NULL
worksheet,wind in the willows,13,"The dusk advanced on him steadily, rapidly, gathering in behind and before; and the light seemed to be draining away like flood-water. What effect does the writer create when he writes this?", The writer creates tension because it suggests the character was being trapped, The writer creates tension because the light is diminishing, The writer creates fear because a dark forest is typically a fearful setting in fiction, The writer creates fear since the similes and personification helps the reader imagine the change\,NULL
worksheet,wind in the willows,14,telling himself cheerfully not to begin imagining things. why does the character try to do this?, If he remains positive then these faces will disappear, If he remains positive then these faces will leave him alone, If he is negative then the faces will bother him more, If he is negative then his imagination will bother him,NULL
worksheet,wind in the willows,15,Which of these could not be used to describe the face?, Sinister, Uneven, Thin, Mysterious,NULL
worksheet,wizard,1,Where were the travellers going?,To the Wicked Witch's castle,To Emerald City,To the Winged Monkeys,Somewhere with a pathway,NULL
worksheet,wizard,2,What were the fields made of?,Just grass,Emerald cities,Roses and tulips,Buttercups and yellow daisies,NULL
worksheet,wizard,3,Why did the travellers get lost at noon?,They couldn't see clearly anymore,They were following the rising sun but it had risen,They didn't have a compass,The moon was too bright,NULL
worksheet,wizard,4,Did the travellers know which way to go the next morning?,Yes,No,Maybe,It is not mentioned in the text,NULL
worksheet,wizard,5,Are all the fields yellow?,"yes, all the fields are yellow","No, the fields near the Emerald City are emerald","No, some of the fields are plain grass","No, some of the fields are red",NULL
worksheet,wizard,6,Then Dorothy lost heart. What does this mean?,Dorothy lost hope,Dorothy admitted defeat,Dorothy gave up her heart,Dorothy had dropped her heart somewhere,NULL
worksheet,wizard,7,What is the purpose of their journey?,To go and find the Witch,To get out of the fields,To find some treasure,To receive something important,NULL
worksheet,wizard,8,What does the word √¢‚Ç¨Àúpattering' (line X) show us about the sound of the mice's feet?,They are quick,They are loud,They are messy,They are unclear,NULL
worksheet,wizard,9,Why does the Queen of Mice recommend the Winged Monkeys?,The mice can't help them,The mice would be too slow,The Winged Monkeys can get them there faster,The Winged Monkeys can fly,NULL
worksheet,wizard,10,What is a synonym for charm (line X)?  ANecklace,NULL,Pendant,Chant,Lyrics,NULL
worksheet,wizard,11,Why does Dorothy stand on her right foot (line X)?,It was in the cap's instructions,To test her balance,The Queen of Mice asked her to,The Golden Cap had possessed her,NULL
worksheet,wizard,12,Which word best describes the Winged Monkeys?,Snarling and wild,Noisy and naughty,Awful and disgraceful,Aggressive and secretive,NULL
worksheet,wizard,13,"Tin (line X), Cowardly (line X), Golden (line X), Winged (line X)  What type of words are these?",Adverbs,Adjectives,Participles,Proper Nouns,NULL
mocktest,jane eyre,1,What was Jane doing in the window-seat before John arrived?,reading Bewick,reading Goldsmith,reading a book we do not know the title of,"petting Bewick, the cat",hiding from John
mocktest,jane eyre,2,"From the text, what is the suggested relationship between Eliza, Georgina and John?",friends,siblings,neighbours,cousins,classmates
mocktest,jane eyre,3,Why couldnít John find Jane?,His vision was impaired.,He entered the wrong room.,Jane hid behind the curtain when he arrived.,"Jane had drawn the curtains beforehand, hiding her from view.","Jack found her first, because Eliza had told him where she was."
mocktest,jane eyre,4,How was Jane displaced from the window-seat?,Eliza saw Jane.,Eliza predicted where Jane was hiding.,"Jane left her hiding place, fearful of John dragging her out.",Jane dropped her book and the noise alerted John.,Jack dragged Jane out.
mocktest,jane eyre,5,Which of the following best describes how Jane usually conducts herself around John?,She treats him respectfully but is careless with her words.,"She spitefully ignores him, rarely replying to what he says.",She is combative despite her diffidence.,She is habitually obedient and responds to what he says.,She asserts her boundaries and refuses to be bullied.
mocktest,jane eyre,6,"ëHe bullied and punished me; not two or three times in the week, nor once or twice in the day, but continuallyí Why does Jane choose to explain the frequency of Johnís bullying in this way?",She is exaggerating.,She is using hyperbole.,She wants to express that she wasnít bullied much.,She wants to make clear the incessant nature of the bullying.,"She is recalling the past, so we are following her train of thought."
mocktest,jane eyre,7,Which of the following words does not describe Janeís opinion of John?,prudent,disgusting,terrifying,malevolent,cruel
mocktest,jane eyre,8,"Aside from the incident described in the passage, why didnít the adults intervene with Johnís constant bullying?","He rarely hit Jane, so none of the adults took it seriously.",The servants and Mrs. Reed were unaware of the harassment.,The servants didnít want to offend John. Mrs. Reed was unaware of the harassment.,The servants didnít want to offend the young master. Mrs. Reed ignored it.,The servants didnít want to offend John. Mrs. Reed was blind and deaf.
mocktest,jane eyre,9,"ìI wonder if he read that notion in my faceî Which of the following, regarding this clause, is true?",Jane was wondering if John would hit her.,Jane was wondering if John noticed that she wasnít scared.,Jane was wondering if John knew he was disgusting.,Jane was wondering if John noticed she held him in low regard.,The author is using a simile.
mocktest,jane eyre,10,Which of the following furnishings is not mentioned to be in the breakfast-room?,an armchair,a window-seat,a curtain,a mirror,a pillow
mocktest,jane eyre,11,"John likes to make up reasons for why he hurts Jane, to excuse his violence. Which of the following reasons does he fail to use?",Jane replied to Mrs. Reed.,Jane read a book in the house.,Jane had an unpleasant expression on her face.,Jane was sitting in the window-seat.,"Jane insulted him, saying he was like the Roman emperors."
mocktest,jane eyre,12,What impression do we get of Mrs. Reed?,She is protective of Jane.,She is unobservant.,She is biased.,She is humble.,She is generous.
mocktest,jane eyre,13,"From the information in the passage, which of the following facts do we know about the household that is keeping Jane?",They cannot afford to pay for Janeís expenses.,Jane is not related to them.,John will inherit the house.,They have precisely two servants.,Mrs. Reed is the head of the household.
mocktest,jane eyre,14,Why was Jane bleeding? Because of the...,mirror,window,knife,door,book
mocktest,jane eyre,15,What parallel does Jane draw in paragraph 19?,a parallel between the Roman emperors and John,a parallel between Nero and Caligula,a parallel between herself and Goldsmith,a parallel between herself and John,It is not mentioned in the text.
mocktest,jane eyre,16,What was the significance of blood in this passage?,The blood distracted John.,The blood finally pushed the adults to take the bullying seriously.,The blood led Jane to be taken to the infirmary.,The blood caused Jane to be terrified.,The blood angered Jane.
mocktest,jane eyre,17,What suggests that Jane alone will be punished?,"Mrs. Reed exclaimed, ìWhat a fury to fly at Master John!î",Mrs. Reed ordered for Jane to be taken away to the red-room and locked in there.,Mrs. Reed comforted John.,Mrs. Reed has never punished John in the past for bullying Jane.,Mrs. Reed didnít see John hurting Jane.
mocktest,jane eyre,18,ëhe called me ìRat! Rat!î and bellowed out aloudí What does the word ëbellowedí say about the way John was speaking?,He was shouting frantically.,He was shouting in a low-voice.,He was afraid.,He was throwing up.,He was in pain.
mocktest,jane eyre,19,What does the word ëhabituallyí suggest about Jane?,She lives in the house as if it is her own home.,She treats John like family.,She is used to doing things for John.,She doesnít want to help.,She is occasionally obedient to John.
mocktest,jane eyre,20,What is another word for ëstoutí?,strong,weaselly,tall,immature,heavy
mocktest,jane eyre,21,ëI wished fervently he might not discover my hiding-placeí What is another way of saying ëferventlyí?,hopefully,foolishly,silently,absently,desperately
mocktest,jane eyre,22,ëmy care was how to endure the blow which would certainly follow the insultí Which of the following words is closest in meaning to ëendureí?,block,end,bear,bare,prevent
mocktest,jane eyre,23,What would be another word for ëdiffidenceí?,boldness,tone,pushiness,despondency,timidity
mocktest,jane eyre,24,"ëthe servants did not like to offend their young master by taking my part against him,í What is meant by the phrase ëtaking my part against him?",taking Janeís share,taking Johnís share,taking Janeís side,taking Johnís side,taking part in the bullying
mocktest,jane eyre,25,What type of word is ësufferingí?,noun,verb,adjective,adverb,preposition
mocktest,jane eyre,26,"What type of words are the following? apparently, fervently, immediately, continually",nouns,verbs,adjectives,adverbs,prepositions
mocktest,jane eyre,27,ëevery morsel of flesh in my bones shrank when he came nearí This is an example ofÖ,a metaphor,personification,exaggeration,a simile,assonance
mocktest,jane eyre,28,John exclaims ëBohí This is an example ofÖ,a metaphor,onomatopoeia,exaggeration,a simile,alliteration
mocktest,jane eyre,29,What type of word is ëdrivingí?,noun,verb,adjective,adverb,preposition
mocktest,jane eyre,30,"ëand John Reed knocked me down, and my aunt shut me up in the red-roomí What is the grammatical term for ëknockedí and ëshutí in this sentence?",adjectives,nouns,verbs,adverbs,prepositions
mocktest,jane eyre,31,"ëìI might say that you have been interfering with me, young woman - it strikes me soîí What does the word ëinterferingí mean in this context?",the young woman is standing in his way,the young woman is playing with his belongings,the young woman is not doing as she is told,the young woman is meddling in his affairs,the young woman is stealing his things
mocktest,jane eyre,32,"ëMy seat, to which Bessie and the bitter Miss Abbot had left me rivetedí What does the word ërivetedí mean in this context?",physically attached,very focused,deeply distressed,overly cautious,completely still
mocktest,metamorphosis,1,"From the text, what is the suggested relationship between Eliza, Georgina andJohn?",friends,siblings,neighbours,cousins,NULL
mocktest,metamorphosis,2,Why couldn't John find Jane?,His vision was impaired.,He entered the wrong room.,Jane hid behind the curtain when he arrived.,"Jane had drawn the curtains beforehand, hiding her from view.",NULL
mocktest,metamorphosis,3,How was Jane displaced from the window-seat?,Eliza saw Jane.,Eliza predicted where Jane was hiding.,"Jane left her hiding place, fearful of John dragging her out.",Jane dropped her book and the noise alerted John.,NULL
mocktest,metamorphosis,4,Which of the following best describes how Jane usually conducts herself around John?,She treats him respectfully but is careless with her words.,"She spitefully ignores him, rarely replying to what he says.",She is combative despite her diffidence.,She is habitually obedient and responds to what he says.,NULL
mocktest,metamorphosis,5,"√¢‚Ç¨ÀúHe bullied and punished me; not two or three times in the week, nor once or twice in the day, but continually' Why does Jane choose to explain the frequency of John's bullying in this way?",She is exaggerating.,She is using hyperbole.,She wants to express that she wasn't bullied much.,She wants to make clear the incessant nature of the bullying.,NULL
mocktest,metamorphosis,6,"Aside from the incident described in the passage, why didn't the adults intervene with John's constant bullying?","He rarely hit Jane, so none of the adults took it seriously.",The servants and MrsReed were unaware of the harassment.,The servants didn't want to offend JohnMrsReed was unaware of the harassment.,The servants didn't want to offend the young masterMrsReed ignored it.,NULL
mocktest,metamorphosis,7,Which of the following furnishings is not mentioned to be in the breakfast-room?,an armchair,a window-seat,a curtain,a mirror,NULL
mocktest,metamorphosis,8,"John likes to make up reasons for why he hurts Jane, to excuse his violenceWhich of the following reasons does he fail to use?",Jane replied to MrsReed.,Jane read a book in the house.,Jane had an unpleasant expression on her face.,Jane was sitting in the window-seat.,NULL
mocktest,metamorphosis,9,What impression do we get of MrsReed?,She is protective of Jane.,She is unobservant.,She is biased.,She is humble.,NULL
mocktest,metamorphosis,10,.√Ç¬† Gregor fails to get back to sleepWhy is this so?,He is uncomfortable.,He is unable to forget about all the nonsense.,He is stuck on his left.,The bed is too small.,NULL
mocktest,metamorphosis,11,".√Ç¬† In paragraph 3, why does Gregor √¢‚Ç¨Àúshut his eyes'?",He is trying to fall asleep.,He doesn't want to be reminded of his present state.,To avoid getting motion sickness.,So he doesn't have to see the legs of the table.,NULL
mocktest,metamorphosis,12,.√Ç¬† Which of the following best describes Gregor's efforts to get back to sleep?,Resolute,Fickle,Ingenious,Successful,NULL
mocktest,metamorphosis,13,.√Ç¬† The phrase √¢‚Ç¨Àúday in and day out' is an example of an idiomWhat is an idiom?,An expression with repeated words,An expression with multiple meanings,An expression with an unpredictable meaning,An expression with a predictable meaning,NULL
mocktest,metamorphosis,14,.√Ç¬† What does Gregor think of doing business at home?,It is an exhausting career.,It is preferable to his job because there is less travelling involved.,It is harder than his job because there is more travelling involved.,It is less desirable than his job on account of the effort required.,NULL
mocktest,metamorphosis,15,".√Ç¬† According to paragraph 4, what does Gregor think of his job?",Option 1 only,Option 2 only,Options 1 and 3 only,"Options 1, 3 and 4 only",NULL
mocktest,metamorphosis,16,".√Ç¬† In paragraph 4, which of the following does Gregor mention about his job?",The hassle of purchasing train tickets,The relentless travelling,The delicious food,The excitement of contacting different people all the time,NULL
mocktest,metamorphosis,17,.√Ç¬† √¢‚Ç¨ÀúHe slid back into his former position.' What does the word √¢‚Ç¨Àúformer' mean in this context?,More comfortable,Usual,Next,Prone,NULL
mocktest,metamorphosis,18,.√Ç¬† What does Gregor think a lack of sleep causes?,Stupidity,Ungratefulness,Resilience,A life of luxury,NULL
mocktest,metamorphosis,19,".√Ç¬† According to the text, which of the following do all travelling salesman experience?","Lack of sleep, regular travelling and worries about making train connections","Travelling, meetings and partings","Getting up early, irregular food and meeting different people","Copying contracts, exotic food and inadequate time to form friendships",NULL
mocktest,metamorphosis,20,.√Ç¬† What impression does Gregor have of his boss?,"His boss is understanding and generous, but strict.","His boss is lenient, funny and fair.","His boss is strict, unforgiving and mean.","His boss is demanding, organised and easily startled.",NULL
mocktest,metamorphosis,21,.√Ç¬† Why doesn't Gregor quit his job?,He wants to be responsible and support his parents.,He loves his job despite its strenuous nature.,He is planning to bring up his concerns with his boss and demand a change.,He has signed a contract and cannot quit.,NULL
mocktest,metamorphosis,22,.√Ç¬† Has Gregor brought his concerns about his job up to his boss before?,"Yes, but he was ignored.","No, but he plans to as soon as possible.","No, as he expects he may be fired.",We do not know.,NULL
mocktest,metamorphosis,23,.√Ç¬† How long has Gregor been a travelling salesman?,A week at most,A long time,A month,A fortnight,NULL
mocktest,metamorphosis,24,.√Ç¬† What does Gregor plan to do in five or six years?,Pay off his debt to his parents,Push his boss off his desk,Ask for a promotion,Give in his notice,NULL
mocktest,metamorphosis,25,".√Ç¬† √¢‚Ç¨ÀúFirst of all though, I've got to get up, my train leaves at five.' What is strange about this thought?",Gregor hates his job but still plans to get there on time.,The train leaving √¢‚Ç¨Àúat five' is not a specific time.,Gregor needs to visit the guest house first to copy the contract.,Gregor has turned into an insect-like creature but is still planning to go to work.,NULL
mocktest,notre-dame,1,"What does paragraph 1 reveal to us, definitively, about the narrator of this text?",They believe that Paris has become more beautiful.,They lived before the twentieth century.,They were born in Paris.,They live in the time of Louis XI.,NULL
mocktest,notre-dame,2,"According to paragraph 1, which of the following is an incorrect belief usually held by Parisians?",They believe Paris has gained ground.,They believe Paris has grown more than it has.,They believe Paris has grown less than it has.,They believe Paris has shrunk.,NULL
mocktest,notre-dame,3,"According to paragraph 2, what land-form is shaped like a cradle?",Paris of the fifteenth century,Paris at its birth,The old island of the City,The Seine,NULL
mocktest,notre-dame,4,"During the time Paris was in its island state, what were √¢‚Ç¨Àúthe Grand-Ch√É¬¢telet' and √¢‚Ç¨Àúthe Petit-Ch√É¬¢telet'?",√Ç¬†,Island states,Bridges,Bridge arches,NULL
mocktest,notre-dame,5,"In paragraph 3, we learn that Paris √¢‚Ç¨Àúcrossed the water'What reason is given for this?",The kings of the first race declared it so.,The island was flooded.,Paris couldn't be on the island.,The space Paris was occupying was insufficient.,NULL
mocktest,notre-dame,6,"In paragraph 3, the author mentions an √¢‚Ç¨Àúancient enclosure'In the same paragraph, what is another way it is described?",The Grand and Petit-Ch√É¬¢telet,The first circle of walls and towers,The country,The two sides of the Seine,NULL
mocktest,notre-dame,7,In which time did the ancient enclosure exist?,300 years ago,In the last century,In the nineteenth century,In the fifteenth century,NULL
mocktest,notre-dame,8,"According to paragraph 4, how was the first circle of walls and towers worn away?",Slowly,Suddenly,Irregularly,Quietly,NULL
mocktest,notre-dame,9,How do the houses stay within the √¢‚Ç¨Àúcircular chain of great towers' in paragraph 4?,"The houses are lofty and solid, so they can accommodate more people.","They have no choice, because Philip Augustus has imprisoned the citizens of Paris.",They build houses on top of the water.,The houses are squeezed into every space and grow taller.,NULL
mocktest,notre-dame,10,"According to paragraph 4, why is there a rivalry between the construction of the houses?",The tallest houses are more prestigious.,The citizens want to be able to look down at their neighbours.,The view of Paris improves in proportion to how high the accommodation is.,It is only far above street level that there is space to breathe.,NULL
mocktest,notre-dame,11,How long did the √¢‚Ç¨Àúdike' made by Philip Augustus last before houses were built outside it?,Over 100 years,Over 1000 years,Until 1366,Until 1367,NULL
mocktest,notre-dame,12,Why are the houses likened to √¢‚Ç¨Àúrunaways' in paragraph 5?,They are orderly and heedless of the wall.,They refuse to return to the inner city despite regulations.,They are built outside the wall enclosing the Paris of their time.,"They have gardens, allowing their inhabitants space to run free.",NULL
mocktest,notre-dame,13,"√¢‚Ç¨ÀúThe houses finally leap the wall of Philip Augustus, and scatter joyfully over the plain' is an example of personificationWhat is personification?",A sequence of words beginning with the same initial sound,A direct address to the reader,Giving human characteristics to something non-human,An extended description,NULL
mocktest,notre-dame,14,"According to paragraph 5, what type of city becomes a capital?",A city with modern walls,A city that on one occasion grows past its enclosure,A city that collects all the watersheds of a country,A city that continuously grows,NULL
mocktest,notre-dame,15,Which of the following are capitals equated to in paragraph 5?,"Perpetually growing cities, funnels and gardens","Funnels, wells of civilization and sewers","Wells of civilization, watersheds and walls","Sap, life and the soul of a nation",NULL
mocktest,notre-dame,16,Which of the following are given as examples of the soul a nation in paragraph 5?,"Commerce, cleverness and people","Industry, folly and population","Sap, life and filters","Knowledge, filters and masses",NULL
mocktest,notre-dame,17,What fate did Charles V's wall suffer?,A different fate to Philip Augustus' wall,To be knocked down,To grow further into the suburbs,To be outgrown,NULL
mocktest,notre-dame,18,"According to the last paragraph, which of the following describes Paris at the beginning of the fifteenth century?",Paris is contained within Charles V's wall.,The suburbs of Paris run slightly past Charles V's wall.,Paris contains four enclosures of walls.,Paris is famed for its hills.,NULL
mocktest,notre-dame,19,Who is the king at the time the story is set to begin?,Philip Augustus,Charles V,Louis XI,Louis XV,NULL
mocktest,notre-dame,20,"At the beginning of the fifteenth century, are the old enclosures of Paris still visible above the houses?",Only the ancient wall's towers can be seen.,Several of the enclosures' towers can be seen.,All the walls still look like new.,The towers that were built at the top of hills can be seen.,NULL
mocktest,notre-dame,21,"According to the last paragraph, what type of change did Paris undergo between the beginning of the fifteenth century and the author's time?",An intellectual change,A spiritual change,A visual change,No change aside from passing one more wall,NULL
mocktest,notre-dame,22,What does the author think of Louis XV's wall?,It is worthy of a kingly sum.,It is unimportant.,It is inexpensive and made of sensible materials.,It is dismal and detestable.,NULL
mocktest,notre-dame,23,What does the author think of Louis XV?,Louis XV was unskilled at building walls.,Louis XV was miserly for using mud to build a wall.,Louis XV was an unhappy king.,Louis XV was a dreadful ruler.,NULL
mocktest,notre-dame,24,"'The mighty city had cracked, in succession, its four enclosures of walls' What does the word succession mean in this context?",consequence,consecration,sequence,secular,NULL
mocktest,notre-dame,25,"'Paris has undergone yet another transformation, unfortunately for our eyes' Which word best describes the attitude of the author in this quote?",optimistic,tolerant,scornful,sycophantic,NULL
mocktest,the hobbit,1,"From the text, what is the suggested relationship between Eliza, Georgina andJohn?",friends,siblings,neighbours,cousins,NULL
mocktest,the hobbit,2,Why couldn't John find Jane?,His vision was impaired.,He entered the wrong room.,Jane hid behind the curtain when he arrived.,"Jane had drawn the curtains beforehand, hiding her from view.",NULL
mocktest,the hobbit,3,How was Jane displaced from the window-seat?,Eliza saw Jane.,Eliza predicted where Jane was hiding.,"Jane left her hiding place, fearful of John dragging her out.",Jane dropped her book and the noise alerted John.,NULL
mocktest,the hobbit,4,Which of the following best describes how Jane usually conducts herself around John?,She treats him respectfully but is careless with her words.,"She spitefully ignores him, rarely replying to what he says.",She is combative despite her diffidence.,She is habitually obedient and responds to what he says.,NULL
mocktest,the hobbit,5,"√¢‚Ç¨ÀúHe bullied and punished me; not two or three times in the week, nor once or twice in the day, but continually' Why does Jane choose to explain the frequency of John's bullying in this way?",She is exaggerating.,She is using hyperbole.,She wants to express that she wasn't bullied much.,She wants to make clear the incessant nature of the bullying.,NULL
mocktest,the hobbit,6,"Aside from the incident described in the passage, why didn't the adults intervene with John's constant bullying?","He rarely hit Jane, so none of the adults took it seriously.",The servants and MrsReed were unaware of the harassment.,The servants didn't want to offend JohnMrsReed was unaware of the harassment.,The servants didn't want to offend the young masterMrsReed ignored it.,NULL
mocktest,the hobbit,7,Which of the following furnishings is not mentioned to be in the breakfast-room?,an armchair,a window-seat,a curtain,a mirror,NULL
mocktest,the hobbit,8,"John likes to make up reasons for why he hurts Jane, to excuse his violenceWhich of the following reasons does he fail to use?",Jane replied to MrsReed.,Jane read a book in the house.,Jane had an unpleasant expression on her face.,Jane was sitting in the window-seat.,NULL
mocktest,the hobbit,9,What impression do we get of MrsReed?,She is protective of Jane.,She is unobservant.,She is biased.,She is humble.,NULL
mocktest,the hobbit,10,.√Ç¬† Which three of the following best describe the Three Purposes of Bilbo's speech?,"1, 2 and 3","2, 3 and 6","2, 4 and 6","3, 4 and 6",NULL
mocktest,the hobbit,11,.√Ç¬† What does √¢‚Ç¨Àúflabbergasted' (line 27) mean?,Astonished,Hesitant,Chaotic,Surprise,NULL
mocktest,the hobbit,12,What parallel does Jane draw in paragraph 19?,a parallel between the Roman emperors and John,a parallel between Nero and Caligula,a parallel between herself and Goldsmith,a parallel between herself and John,NULL
mocktest,the hobbit,13,What was the significance of blood in this passage?,The blood distracted John.,The blood finally pushed the adults to take the bullying seriously.,The blood led Jane to be taken to the infirmary.,The blood caused Jane to be terrified.,NULL
mocktest,the hobbit,14,What suggests that Jane alone will be punished?,"MrsReed exclaimed, ""What a fury to fly at Master John!""ù",MrsReed ordered for Jane to be taken away to the red-room and locked in there.,MrsReed comforted John.,MrsReed has never punished John in the past for bullying Jane.,NULL
mocktest,the hobbit,15,"√¢‚Ç¨Àúhe called me ""Rat! Rat!""ù and bellowed out aloud' What does the word √¢‚Ç¨Àúbellowed' say about the way John was speaking?",He was shouting frantically.,He was shouting in a low-voice.,He was afraid.,He was throwing up.,NULL
mocktest,the hobbit,16,What does the word √¢‚Ç¨Àúhabitually' suggest about Jane?,She lives in the house as if it is her own home.,She treats John like family.,She is used to doing things for John.,She doesn't want to help.,NULL
mocktest,the hobbit,17,What is another word for √¢‚Ç¨Àústout'?,strong,weaselly,tall,immature,NULL
mocktest,the hobbit,18,√¢‚Ç¨ÀúI wished fervently he might not discover my hiding-place' What is another way of saying √¢‚Ç¨Àúfervently'?,hopefully,foolishly,silently,absently,NULL
mocktest,those winter,1,Why is the word √¢‚Ç¨ÀúThose' used in the title of this poem?,To suggest distance from the winter Sundays in the poem,To show that the events on the winter Sunday in the poem only occurred once,To show that winter Sundays are still occurring,To show that winter is long,NULL
mocktest,those winter,2,"In the first line of the poem, for what reason does the poet use the word √¢‚Ç¨Àútoo'?",To show that the poet also wakes early,To show that their father wakes early every weekend,To show that their father wakes early not only on Sundays,To show that their father wakes far too early on Sundays,NULL
mocktest,those winter,3,The words √¢‚Ç¨Àúblueblack' have had the space between them removedWhy might the poet have decided to do this?,It was an accident,To make the separation between them more stark,To blur the colours together,To help the poem fit into a rhyme scheme,NULL
mocktest,those winter,4,Why did the poet's father's hands ache?,He worked all week.,His hands were cracked from year-round labour.,His hands were exposed to the winter cold for long hours.,His hands were burnt by the fires.,NULL
mocktest,those winter,5,What language device is used in √¢‚Ç¨Àúbanked fires blaze'?,Alliteration,Assonance,Anecdote,Allegory,NULL
mocktest,those winter,6,"√¢‚Ç¨ÀúNo one ever thanked him.' From the context of the poem, who is suggested to have had an obligation to thank the poet's father but never did?",The poet,The poet and any other members of the poet's household,His father's boss,No one,NULL
mocktest,those winter,7,"The cold cannot splinter, so why does the poet choose to describe the sound of √¢‚Ç¨Àúthe cold splintering, breaking'?","The cold is being driven away by burning logs, which make a splintering sound.","The cold persists and, like ice, it cracks.",The cold hurts the poet - like a splinter or breaking bones.,The winter frost on the windows is patterned like shattered glass.,NULL
mocktest,those winter,8,Which of the following best describes the poet's emotions when their father would call them awake?,Indolent,Energetic,Uneasy,Unfeeling,NULL
mocktest,those winter,9,The poet feared the √¢‚Ç¨Àúchronic angers of that house'To what is this referring?,The poet worried that they would lose their temper.,The poet feared that their family would begin arguing.,The poet was afraid of the house falling apart.,The poet's father was chronically ill.,NULL
mocktest,those winter,10,Why does the poet use the phrase 'that house'?,They have since moved houses.,They did not feel at home in that house.,They are nostalgic for that particular house.,They can no longer recall their childhood.,NULL
mocktest,those winter,11,"The poet describes their self as √¢‚Ç¨ÀúSpeaking indifferently'When read along with the next two lines of the poem, what do we learn about how the poet feels as they recall this?","The poet is merely describing a typical morning, without strong feelings.","The poet has learned things they hadn't known before, so they regret their indifference.",The poet has learned to appreciate those actions but doesn't feel indebted.,"The poet now understands that those actions were a sign of love, and they regret being apathetic.",NULL
mocktest,those winter,12,Who or what had polished the poet's good shoes?,The poet's brother,The poet's father,The fire,Spring,NULL
mocktest,those winter,13,"Why does the poet repeat the phrase √¢‚Ç¨ÀúWhat did I know, what did I know'?",They are feeling guilty.,They are feeling self-righteous.,They are feeling lonely.,They are feeling confused.,NULL
mocktest,those winter,14,Which of the following is closest in meaning to √¢‚Ç¨Àúaustere'?,Complex,Casual,Cold,Compassionate,NULL
mocktest,those winter,15,Why might the poet have chosen to use the word √¢‚Ç¨Àúoffices' to describe where love is carried out?,To suggest that the love they received was perfunctory,To suggest that they were only loved on weekdays,To suggest that children are familiar with love,To suggest that loving someone is an official role,NULL
mocktest,those winter,16,What did the poet know of √¢‚Ç¨Àúlove's austere and lonely offices'?,Nothing,Polished shoes,Dedication,Silence,NULL
mocktest,those winter,17,Over which seasons does this poem take place? Winter Spring Summer Autumn,Option 1 only,Option 2 only,Options 1 and 4 only,"Options 1, 2 and 4 only",NULL
mocktest,bluebird,1,The first two lines are repeated four times throughout the poem. What does this  suggest about the bluebird? Option 1: He is determined Option 2: He is a constant bother to the poet. Option 3: He is tough. Option 4: He is monotonous.,Option 1 only,Option 2 only,Options 1 and 4 only,"Options 1,2 and 3 only",NULL
mocktest,bluebird,2,"In the stanza 1, the poet says that they are ëtoo toughí for the bluebird. What does this suggest the poet feels?",Letting the bluebird out would hurt the poet,The bluebird is closely matched to the poet in strength,The bluebird is stronger than the poet,Letting the bluebird out would mean the poet is too weak,NULL
mocktest,bluebird,3,The poet says ëstay in thereí to the bluebird. This is an example of an imperative clause. What is an imperative clause?,An important statement,An order or instruction,A request,An exclamation,NULL
mocktest,bluebird,4,How does the poet stop the bluebird from getting out?,By commanding the bluebird to stay inside and setting fires,By drowning the bluebird and eating cigarettes,By feeding the bluebird whiskey making him breathe smoke,By soaking the bluebird and choking him with smoke,NULL
mocktest,bluebird,5,Which of the following best describes how the poet treats the bluebird in stanza 1?,Gently,Cruelly,Carelessly,Tolerantly,NULL
mocktest,bluebird,6,The poet says that ëthe whores and the bartenders / and the grocery clerksí do not know about the bluebird. What does this suggest about the poet?,They are confident and donít care about the opinions of strangers.,They are so insecure that they canít show the truth about their self to strangers.,They are afraid and donít want their close companions to know the truth.,They are conscientious about not bothering the workers.,NULL
mocktest,bluebird,7,What is the author worried will happen if the bluebird gets out?,The bluebird will be hurt.,The bluebird will make the poet vulnerable.,The bluebird will become a more successful writer.,The bluebird will leave the poet.,NULL
mocktest,bluebird,8,What technique is used in the phrase ëblow my book salesí in stanza 2?,Alliteration,Assonance,Alteration,Personification,NULL
mocktest,bluebird,9,"In the late part of stanza 2, the lines ëthereís a bluebird in my heart that / wants to get outí repeat again but this time the poet says that they are too ëcleverí instead of ëtoughí. Why do they think this?",They keep the bluebird hidden in the dark by taking it out at night.,They are tricking the bluebird into staying with them.,They only need to free the bluebird every now and then to keep it quiet.,They prevent people from discovering the bluebird by freeing it when everyone is asleep.,NULL
mocktest,bluebird,10,"According to the poem, how often does the bluebird escape by itself?",Never,"Sometimes, but only during the day","Sometimes, but only at night",Often,NULL
mocktest,bluebird,11,The poet is determined to keep the bluebird hidden. What does this suggest they feel about it?,protective,indifferent,ashamed,ambivalent,NULL
mocktest,bluebird,12,What is the poet worried will happen if people see the bluebird?,Their close friends will no longer respect them.,People will wonder why they havenít got a different bird.,People will know the poet has a bluebird and mess the poet up.,People may think they are weak.,NULL
mocktest,bluebird,13,How does the bluebird usually feel?,Sad,Idle,Jubilant,Bored,NULL
